step,V,C_rank,K,acc_train,acc_test,lambda,gate_mean
1,4.935612678527832,30.447843088484777,150.2787603813515,0.008616187609732151,0.008837677538394928,0.0,nan
2,4.80342960357666,30.377151438876883,145.91450849383256,0.009399477392435074,0.009173286147415638,0.0,nan
3,4.76610803604126,30.156519758909575,143.72923116197595,0.009660574607551098,0.008837677538394928,0.0,nan
4,4.7474799156188965,29.710298146856907,141.04904373925248,0.012271540239453316,0.007718984503298998,0.0,nan
5,4.733009338378906,29.248228512313954,138.43213867982212,0.012010443955659866,0.0070477682165801525,0.0,nan
6,4.7218475341796875,28.845642766286424,136.20472716781768,0.013054830022156239,0.006935899145901203,0.0,nan
7,4.714138984680176,28.505941564356974,134.3809704235502,0.016710182651877403,0.006152813788503408,0.0,nan
8,4.708677291870117,28.217531984854443,132.86725208970282,0.016449086368083954,0.006152813788503408,0.0,nan
9,4.703770637512207,27.941285213005283,131.42939695928825,0.014882506802678108,0.006935899145901203,0.0,nan
10,4.698315143585205,27.650121929071204,129.9089865813326,0.016187990084290504,0.0068240296095609665,0.0,nan
100,0.09666170924901962,22.990386425080732,2.2222900481437615,1.0,0.017004139721393585,0.0,nan
200,0.009819486178457737,23.031439524460158,0.22615690208042175,1.0,0.024723123759031296,0.0,nan
300,0.004982746206223965,23.037144937863964,0.11478824654137328,1.0,0.02628929540514946,0.0,nan
400,0.003224142361432314,23.029323855230075,0.07424981859679101,1.0,0.02819107286632061,0.0,nan
500,0.0023527650628238916,23.013754948361818,0.05414595860689614,1.0,0.029197897762060165,0.0,nan
600,0.0018444268498569727,22.992742707725295,0.04240843200198165,1.0,0.030428459867835045,0.0,nan
700,0.0015155995497480035,22.967398621674256,0.03480937900989242,1.0,0.031211545690894127,0.0,nan
800,0.0012869654456153512,22.938078368272492,0.029520514248783655,1.0,0.031659021973609924,0.0,nan
900,0.0011192139936611056,22.905208995430538,0.025635830435418092,1.0,0.0333370640873909,0.0,nan
1000,0.000990870874375105,22.86900798343067,0.022660233936633203,1.0,0.03400827944278717,0.0,nan
1100,0.000889322254806757,22.829931947922955,0.02030316655701166,1.0,0.035574451088905334,0.0,nan
1200,0.0008067268063314259,22.788299874807027,0.018383932379725906,1.0,0.03546258062124252,0.0,nan
1300,0.0007379887974821031,22.7446264638354,0.016785279533225506,1.0,0.03591005876660347,0.0,nan
1400,0.0006796755478717387,22.699408877150915,0.015428233164942157,1.0,0.036357536911964417,0.0,nan
1500,0.0006293881451711059,22.652516108474448,0.01425722509697133,1.0,0.0371406190097332,0.0,nan
1600,0.0005854378687217832,22.604512283449107,0.013233537494717814,1.0,0.03781183809041977,0.0,nan
1700,0.0005465630674734712,22.55524529567166,0.012327864056418883,1.0,0.03926613926887512,0.0,nan
1800,0.0005118509870953858,22.50505055827502,0.011519232342884631,1.0,0.0390423983335495,0.0,nan
1900,0.0004805815115105361,22.45396876107328,0.010790962246606957,1.0,0.04038483276963234,0.0,nan
2000,0.0004522147064562887,22.402008688248493,0.01013051778298752,1.0,0.04161539301276207,0.0,nan
2100,0.0004263219307176769,22.34935007652903,0.009528018074911116,1.0,0.04228661209344864,0.0,nan
2200,0.00040255868225358427,22.295791971777014,0.008975364635958598,1.0,0.043405305594205856,0.0,nan
2300,0.00038064466207288206,22.241707037424373,0.008466187059184444,1.0,0.043964650481939316,0.0,nan
2400,0.00036034994991496205,22.186669148275417,0.00799496511636088,1.0,0.045195214450359344,0.0,nan
2500,0.0003414899983908981,22.131030559856743,0.007557525590274396,1.0,0.04620203748345375,0.0,nan
2600,0.0003238987410441041,22.074528049597454,0.007149911844407378,1.0,0.047096993774175644,0.0,nan
2700,0.0003074503329116851,22.017415232047508,0.006769261642947813,1.0,0.0466495156288147,0.0,nan
2800,0.0002920282131526619,21.959191832117053,0.0064127035530096715,1.0,0.04754446819424629,0.0,nan
2900,0.000277529819868505,21.900109785777765,0.006077933523947387,1.0,0.047768209129571915,0.0,nan
3000,0.0002638692385517061,21.840215032301867,0.005762960910379018,1.0,0.04922251030802727,0.0,nan
3100,0.0002509715559426695,21.779376240551947,0.005466003942552131,1.0,0.04989372566342354,0.0,nan
3200,0.00023877863714005798,21.717832273503475,0.005185754391903527,1.0,0.050900548696517944,0.0,nan
3300,0.0002272275451105088,21.655483020855506,0.004920722245011302,1.0,0.05179550498723984,0.0,nan
3400,0.00021627017122227699,21.592399635860417,0.004669791966347364,1.0,0.05257859081029892,0.0,nan
3500,0.0002058662212220952,21.528775200625287,0.004432047598092682,1.0,0.05369728431105614,0.0,nan
3600,0.0001959776709554717,21.464553471950726,0.004206573197532087,1.0,0.05515158548951149,0.0,nan
3700,0.00018657770124264061,21.399218573265063,0.003992617009788615,1.0,0.05571093037724495,0.0,nan
3800,0.00017762577044777572,21.332745498853253,0.003789245355000129,1.0,0.05649401620030403,0.0,nan
3900,0.00016910472186282277,21.265158425887684,0.0035960387009785987,1.0,0.05772458016872406,0.0,nan
4000,0.00016099296044558287,21.1969619392173,0.003412561655046936,1.0,0.057948317378759384,0.0,nan
4100,4.2218804359436035,8.347819055848253,35.24349395468295,0.0712793692946434,0.002908602822571993,0.0,nan
4200,0.07060790061950684,9.684831405313293,0.6838256133830397,1.0,0.005034120287746191,0.0,nan
4300,0.013502489775419235,9.738062680518539,0.1314880917760932,1.0,0.005929075181484222,0.0,nan
4400,0.007573794573545456,9.75669791522775,0.0738952257260742,1.0,0.005817205645143986,0.0,nan
4500,0.0053146048448979855,9.77016119538163,0.05192454602440951,1.0,0.005929075181484222,0.0,nan
