step,V,C_rank,K,acc_train,acc_test,lambda,gate_mean
4700,0.0050169252790510654,5.522292240492721,0.02770492753963548,1.0,0.5628146529197693,0.0001453719959172428,nan
4800,0.004482155665755272,5.520994318830501,0.024745955966748796,1.0,0.5970466732978821,0.0001332414184146027,nan
4900,0.004016098566353321,5.518938702167593,0.022164601809567128,1.0,0.6321736574172974,0.0001240782033867954,nan
5000,0.9973518252372742,4.171634874669447,4.160587656475041,0.7911227345466614,0.453294575214386,0.00017211766983506825,nan
5100,0.04220166802406311,4.392824073460778,0.18538450323630437,1.0,0.8885781764984131,0.00011216995851779269,nan
5200,0.016636287793517113,4.4153836953517365,0.07345559387467458,1.0,0.933214008808136,6.861911586369403e-05,nan
5300,0.01029651053249836,4.42636549537919,0.04557611894385915,1.0,0.9502182006835938,4.3427069434304365e-05,nan
5400,0.00735064409673214,4.43498736377211,0.032600013684593095,1.0,0.9574896693229675,2.577423172352182e-05,nan
5500,0.005635361652821302,4.442441567157869,0.025034764852460825,1.0,0.9645374417304993,1.8636746725226438e-05,nan
5600,0.004512077663093805,4.44904895117754,0.0200744543946191,1.0,0.9683409929275513,1.4419069922376225e-05,nan
5700,0.0037215978372842073,4.454943753479294,0.01657950903817133,1.0,0.9722564220428467,1.1090255089875266e-05,nan
5800,0.0031363903544843197,4.460245208890468,0.013989070051798964,1.0,0.9748294353485107,9.475413872600713e-06,nan
5900,0.0026869981084018946,4.465052687912905,0.011997588126336771,1.0,0.9762837290763855,8.430872692569047e-06,nan
6000,0.002332330448552966,4.469382855497806,0.010424077720118136,1.0,0.9777380228042603,7.502006788358728e-06,nan
6100,0.0020458789076656103,4.473352148453935,0.009151936807082548,1.0,0.9793041944503784,6.902041011829351e-06,nan
6200,0.0018100858433172107,4.477004321518278,0.008103762142850208,1.0,0.9810941219329834,6.423027233205935e-06,nan
6300,0.0016129643190652132,4.48037912949789,0.007226691671764557,1.0,0.9816534519195557,5.898458933130334e-06,nan
6400,0.0014462501276284456,4.483467002957519,0.006484214725245236,1.0,0.9821009635925293,5.679368843770526e-06,nan
6500,0.0013038022443652153,4.486396854119239,0.005849374287513706,1.0,0.9832196235656738,5.423822976212733e-06,nan
6600,0.0011807865230366588,4.489073708520667,0.005300637735939398,1.0,0.9841145873069763,5.088066176099759e-06,nan
6700,0.001073660096153617,4.491593489747017,0.004822444698084742,1.0,0.9848976731300354,4.867624841330719e-06,nan
6800,0.0009796497179195285,4.493961929395398,0.004402508536473301,1.0,0.9855688810348511,4.639309722542495e-06,nan
6900,0.0008966569439508021,4.496193119168112,0.004031542781645903,1.0,0.9859045147895813,4.411468332495438e-06,nan
7000,0.0008230461971834302,4.498300265349457,0.0037023089271850853,1.0,0.986799418926239,4.240906935583166e-06,nan
7100,0.000757359666749835,4.500275854128203,0.003408327421164865,1.0,0.987358808517456,4.049943746924156e-06,nan
7200,0.0006984953652136028,4.50220112388134,0.0031447666182905895,1.0,0.987358808517456,3.903242236735394e-06,nan
7300,0.0006456839619204402,4.503962244701606,0.0029081361864990124,1.0,0.9876943826675415,3.8182608977893384e-06,nan
7400,0.0005981213762424886,4.505615212032631,0.0026949047714400496,1.0,0.9881418943405151,3.730987167765187e-06,nan
7500,0.0005550626083277166,4.507166344460023,0.00250175950732288,1.0,0.9891486763954163,3.5249457592874563e-06,nan
7600,0.0005158066633157432,4.508698567506813,0.0023256167640021605,1.0,0.9901555180549622,3.3193040555814065e-06,nan
7700,0.00047978601651266217,4.510152180152287,0.0021639079483811645,1.0,0.9907148480415344,3.0934651061477746e-06,nan
7800,0.00044669199269264936,4.511589518926955,0.0020152909124207525,1.0,0.9911623597145081,2.864416342493192e-06,nan
7900,0.0004162738041486591,4.513021870266584,0.0018786527821419673,1.0,0.9917216897010803,2.6967858882424918e-06,nan
8000,0.00038824405055493116,4.5144312273803555,0.0017527010656698187,1.0,0.992169201374054,2.5368568470925054e-06,nan
8100,0.00036243285285308957,4.515781528898486,0.001636667582379965,1.0,0.9925047755241394,2.390925628222706e-06,nan
8200,0.0003386621829122305,4.517082592998126,0.0015297650513395838,1.0,0.9928404092788696,2.2916558793633743e-06,nan
8300,0.00031675424543209374,4.5183750489748755,0.0014312144792172363,1.0,0.9928404092788696,2.2214987465803634e-06,nan
8400,0.0002965703315567225,4.519551206443423,0.0013403647997825112,1.0,0.9930641055107117,2.1418489204957036e-06,nan
8500,0.0002779745263978839,4.520688834072112,0.0012566363376433972,1.0,0.9931759834289551,2.1053300816824216e-06,nan
8600,0.0002608276263345033,4.5217364030392675,0.001179393772915047,1.0,0.9933997392654419,2.0648850371720817e-06,nan
8700,0.00024494403623975813,4.522726769672039,0.001107814949773072,1.0,0.9938471913337708,1.9617675142013513e-06,nan
8800,0.00023017294006422162,4.523700168144534,0.001041233367670841,1.0,0.9940709471702576,1.8864028171424072e-06,nan
8900,0.0002164016623282805,4.52464465882851,0.0009791406256152652,1.0,0.9947421550750732,1.7986830796069994e-06,nan
9000,0.00020346883684396744,4.525550701707268,0.0009208085373547785,1.0,0.9950777888298035,1.6188795311230407e-06,nan
9100,0.00019129434076603502,4.526532564722814,0.0008659000629246404,1.0,0.9955252408981323,1.5065260134129674e-06,nan
9200,0.000179825205123052,4.527512658084665,0.0008141608924372892,1.0,0.9958608746528625,1.3912764346521554e-06,nan
9300,0.0001690552307991311,4.528491167504574,0.0007655651194943123,1.0,0.9958608746528625,1.30299581297858e-06,nan
9400,0.0001590102765476331,4.529438733337695,0.0007202273055935879,1.0,0.996196448802948,1.2543136302689106e-06,nan
9500,0.00014959461987018585,4.530389709301281,0.0006777219264267269,1.0,0.9965320825576782,1.1595818866739437e-06,nan
9600,0.00014072701742406934,4.531352914136049,0.0006376837805022311,1.0,0.9966439604759216,1.0693936478181508e-06,nan
9700,0.0001324195764027536,4.532273718928282,0.0006001617660018158,1.0,0.9970914125442505,1.0079837371894771e-06,nan
9800,0.0001245969469891861,4.5332231732816535,0.0005648257674115242,1.0,0.9973151683807373,9.2311306778039e-07,nan
9900,0.00011721815099008381,4.5341766126356395,0.0005314877987956312,1.0,0.9974270462989807,8.469380779951962e-07,nan
10000,0.00011029296729248017,4.5351473654398795,0.0005001948600430382,1.0,0.9975389242172241,7.982368378286142e-07,nan
10100,0.00010380385356256738,4.5361095919037755,0.0004708656558217368,1.0,0.9975389242172241,7.690060203373039e-07,nan
10200,9.775334183359519e-05,4.5369744512524175,0.0004435044144235655,1.0,0.9976508021354675,7.388175094025784e-07,nan
10300,9.209402196574956e-05,4.537862108655578,0.0004179099727120695,1.0,0.9977626204490662,7.058279824223134e-07,nan
10400,8.679955499246716e-05,4.538681398904008,0.00039395552567745624,1.0,0.9977626204490662,6.889373446084423e-07,nan
10500,8.186365448636934e-05,4.53945074990414,0.00037161602774804276,1.0,0.9977626204490662,6.784746743759839e-07,nan
10600,7.727328193141147e-05,4.540136900774592,0.00035083127874075977,1.0,0.9978744983673096,6.682202906918677e-07,nan
10700,7.297871343325824e-05,4.540799704693602,0.000331381720406658,1.0,0.9978744983673096,6.533045355619826e-07,nan
10800,6.896532431710511e-05,4.541404191784194,0.00031319941294145757,1.0,0.9978744983673096,6.440651788893747e-07,nan
10900,6.521271279780194e-05,4.541914535835301,0.0002961905681775894,1.0,0.9980982542037964,6.178472872418127e-07,nan
11000,6.166583625599742e-05,4.542433337178173,0.00028011295037421314,1.0,0.9980982542037964,5.947582160347519e-07,nan
11100,5.8325098507339135e-05,4.54293604020348,0.00026496719205740916,1.0,0.9983220100402832,5.573661815312159e-07,nan
11200,5.514998338185251e-05,4.543430791038831,0.00025057013262238853,1.0,0.9983220100402832,5.310365481501211e-07,nan
11300,5.215651617618278e-05,4.5438871151934,0.0002369933218263331,1.0,0.9983220100402832,5.175557758589909e-07,nan
11400,4.933489617542364e-05,4.5443563086026915,0.0002241953466690452,1.0,0.9984338879585266,4.893910024088898e-07,nan
11500,4.6675020712427795e-05,4.544784705964205,0.00021212792028440434,1.0,0.9984338879585266,4.798555855590747e-07,nan
11600,4.418711250764318e-05,4.545142415398296,0.0002008367192724656,1.0,0.9984338879585266,4.74973452131977e-07,nan
11700,4.1851370042422786e-05,4.545463112706172,0.00019023385874404893,1.0,0.9985457062721252,4.555716117298658e-07,nan
11800,3.9638303860556334e-05,4.54579741659433,0.00018018769928749805,1.0,0.9986575841903687,4.297847157706091e-07,nan
11900,3.753503551706672e-05,4.546099530485572,0.00017063800734089626,1.0,0.9986575841903687,4.165818250395081e-07,nan
12000,3.555376679287292e-05,4.546375330036275,0.00016164076823698038,1.0,0.9987694621086121,3.9632158999639565e-07,nan
