step,V,C,K_est,acc_train,acc_test,gov_signal,srank
1,5.0106329917907715,54166.2789059442,271407.3441286645,0.00835509138381201,0.00839020024611254,1e-06,47.698742435282426
2,4.88870906829834,54153.053175948735,264738.5221373028,0.012532637075718016,0.00894954692918671,1e-06,47.50179891427908
3,4.768734931945801,54140.97758594062,258183.97106376968,0.011227154046997388,0.006712160196890032,1e-06,46.92787598831591
4,4.750337600708008,54128.64770860545,257129.3504856658,0.010443864229765013,0.006376552187045531,1e-06,46.14408631170418
5,4.733393669128418,54116.14572109736,256153.02155387317,0.013838120104438642,0.006152813513815863,1e-06,45.349735425072446
6,4.7206525802612305,54103.49438917529,255403.80038940936,0.016971279373368148,0.008837677592571876,1e-06,44.608281021471896
7,4.711812973022461,54090.68060806848,254865.17060871152,0.013838120104438642,0.005705336167356527,1e-06,43.925867328033284
8,4.705722808837891,54077.7010295846,254474.67118443252,0.015665796344647518,0.006264682850430697,1e-06,43.29729464455247
9,4.701180934906006,54064.559916131286,254167.27833179984,0.017493472584856395,0.00548159749412686,1e-06,42.725826899266
10,4.697117328643799,54051.26570392988,253885.1367730593,0.021409921671018278,0.005929074840586196,1e-06,42.20763686806071
100,2.957343339920044,52960.17646569801,156621.42515182224,0.2475195822454308,0.00022373867322966775,1.0000000001143138e-06,32.957714776921925
200,0.34476086497306824,47832.121976781375,16490.643746212452,0.9921671018276762,0.0004474773464593355,0.00029988479438684416,14.801005050364616
300,0.578303337097168,44238.053397953314,25583.013906719112,0.9078328981723237,0.0007830853563038371,0.0002998595829185625,8.658934688086672
400,0.05494098737835884,41305.33951345355,2269.356136867478,1.0,0.0004474773464593355,0.0002998585326764765,8.637180549803503
500,0.03907439857721329,38661.411422479345,1510.6713994795844,1.0,0.0005593466830741693,0.0002998622764157794,8.299023561032806
600,4.000880718231201,37808.84385000662,151268.6743381058,0.102088772845953,0.0031323414252153485,1e-06,5.556241774546432
700,3.9702930450439453,38175.288129466215,151567.0809529684,0.104177545691906,0.004474773464593355,1e-06,5.269753684408629
800,2.308445930480957,38442.13148923375,88741.5819953355,0.4216710182767624,0.005257858820897192,1.0000493333244586e-06,5.1927636620711235
900,1.165677547454834,37903.20023602002,44182.909491813305,0.7550913838120105,0.014654883096543237,0.00029733622478246043,5.1921758132920575
1000,0.4292590320110321,35431.29231959891,15209.202244010947,0.968929503916449,0.01901778722452176,0.00029604752410408817,5.323663504058765
1100,0.6893106698989868,33434.04409986798,23046.443335912263,0.8655352480417755,0.031882760935227655,0.0002954936188386642,5.123042196497968
1200,0.08652684837579727,31646.546079487103,2738.275894237462,1.0,0.018010963194988253,0.00029417365637364316,5.13171054413264
1300,0.048672858625650406,29968.02745210314,1458.6295634658263,1.0,0.014766752433158071,0.00029474291989415886,5.0698130921977995
1400,1.1560709476470947,28752.427278835,33239.84585139695,0.7039164490861619,0.047991945407763734,0.0002949149559110258,4.623404276803318
1500,0.2037443071603775,27619.7042604426,5627.357508518404,0.9997389033942559,0.05078867882313458,0.0002886179226389576,4.598057240428283
1600,0.04415897652506828,26437.05580546116,1167.4333267052796,1.0,0.027743595480478802,0.00028871859498383004,4.649023051471499
1700,0.23458585143089294,25643.975934908623,6015.713928763868,0.9942558746736292,0.07651862624454638,0.00028511457238247605,4.069314872758909
1800,0.12562771141529083,24658.299969123716,3097.765792512749,1.0,0.0759592795614722,0.00028068615882884443,3.99602435649989
1900,0.0921989157795906,23729.747473497555,2187.856988779954,1.0,0.07920349032330239,0.00027869291842161007,3.9651998645992803
2000,0.073704794049263,22854.080433893505,1684.455291565412,1.0,0.08535630383711824,0.00027716903980966947,3.8950025600062945
2100,0.06156056001782417,22025.815398368923,1355.921530772806,1.0,0.09184472536077862,0.00027489104839392513,3.8828285097828283
2200,0.13291308283805847,21501.965072745632,2857.89246489488,0.9994778067885117,0.1634411007942723,0.0002687775422055899,3.8055055160366624
2300,0.056304965168237686,20781.14126429777,1170.0814350425128,1.0,0.16120371406197562,0.00026055088021984484,3.78187527726738
2400,0.04344223067164421,20089.856470390932,872.7481789469468,1.0,0.16690905022933214,0.0002546731017753233,3.7468258503987104
2500,0.03709035366773605,19429.939256741913,720.6633187751861,1.0,0.1767535518514375,0.0002515622327627299,3.7012967211871057
2600,0.033117908984422684,18797.80825198014,622.5441027957079,1.0,0.1888354402058396,0.00024841262075366526,3.6512396343262594
2700,0.03030000627040863,18191.621947592397,551.2062590809529,1.0,0.20304284595592348,0.00024399349148329885,3.6124555065237374
2800,0.02811882086098194,17610.259261482857,495.1797254890846,1.0,0.2185926837453854,0.00024026479248562865,3.575906787758888
2900,0.026311315596103668,17052.518279178992,448.6741901518051,1.0,0.23458999888130663,0.0002363594663580787,3.5397145365882907
3000,0.02472035400569439,16517.4132177446,408.3163020009822,1.0,0.2552858261550509,0.0002301293474549485,3.507373932557587
3100,0.023237550631165504,16004.69847007251,371.90999103484705,1.0,0.27329678935003915,0.00022533635723153477,3.4745585464454156
3200,0.10955574363470078,15513.084140740402,1699.5474691064978,0.10809399477806789,0.05201924152589775,0.00021996265589147073,3.447084098947005
3300,0.09618794918060303,15504.776568036737,1491.3726605829222,0.9997389033942559,0.6397807361002349,0.00018714311906737615,3.156320300728168
3400,0.03992258012294769,15135.915910434434,604.2648156685175,1.0,0.6688667636200918,0.00014586348168338256,3.1673409197986517
