step,V,C,K_est,acc_train,acc_test,gov_signal,srank
4300,0.032642263919115067,12589.982820586409,410.96554196670627,1.0,0.4596711041503524,0.00018383406512061288,2.554044483225428
4400,0.027857927605509758,12260.461693154315,341.5510542580185,1.0,0.5012864973710706,0.00016992545861437935,2.5453622627214076
4500,0.02462567761540413,11957.41825229384,294.4595269935372,1.0,0.5290300928515493,0.00015504254877472785,2.53589925688533
4600,0.05482076480984688,11924.719607047738,653.7222490013338,1.0,0.9051348025506208,0.00011900557018353433,2.443676411726687
4700,0.03410760313272476,11741.496391521287,400.4742991063279,1.0,0.9358988701197002,7.167884343189998e-05,2.4441503418050297
4800,0.02748783491551876,11634.283536562565,319.80126521336956,1.0,0.9389193422083008,4.0866340565712436e-05,2.447164006257721
4900,0.0232204869389534,11565.344505548754,268.5529310355913,1.0,0.9373531714956931,3.0408258617099687e-05,2.4506654855057426
5000,0.020087219774723053,11513.474329488381,231.27368922706526,1.0,0.9343326994070925,2.536787302544644e-05,2.4540937301998653
5100,0.017657367512583733,11467.507077040631,202.48598691246127,1.0,0.9282917552298915,2.3273215302913165e-05,2.4572122634793683
5200,0.0157149750739336,11420.954948223287,179.48002233184758,1.0,0.9223626803893052,2.3434005935281668e-05,2.4599221966991935
5300,0.014129027724266052,11370.439078848161,160.6532489821238,1.0,0.9173285602416378,2.4163099281396874e-05,2.462182731303906
5400,0.012813008390367031,11314.166665680474,144.96851241737488,1.0,0.9113994854010515,2.5758407479308152e-05,2.464065695006264
5500,0.011707904748618603,11250.807717380625,131.72338510011545,1.0,0.9042398478577022,2.729456886477882e-05,2.4655883473256193
5600,0.010772616602480412,11179.088578799769,120.42803522457754,1.0,0.8987582503635754,2.887877361607741e-05,2.466811181252969
5700,0.00997379794716835,11098.898857570126,110.69817464146207,1.0,0.8941716075623671,3.08042840555146e-05,2.4677752937123474
5800,0.009286542423069477,11010.205883393792,102.2467440228656,1.0,0.8891374874146997,3.211886850074833e-05,2.4685376532780063
5900,0.008692427538335323,10912.830439340789,94.85898783210983,1.0,0.8827609352276541,3.364689042962665e-05,2.469160547045246
6000,0.008179987780749798,10805.600371132154,88.3896789995265,1.0,0.8773912070701421,3.5749298258670616e-05,2.4696231203122383
6100,0.007736752741038799,10688.505313373305,82.6943227808487,1.0,0.8717977402394004,3.717544113354279e-05,2.469976254999798
6200,0.0073532043024897575,10561.539230192051,77.66115570836256,1.0,0.8675467054480367,3.857326696116813e-05,2.4701973810072553
6300,0.007020911667495966,10424.891604853861,73.19224310089922,1.0,0.863295670656673,4.0297540385576114e-05,2.4703063545679225
6400,0.006732620764523745,10278.879282201839,69.20379609138502,1.0,0.857925942499161,4.149876779454211e-05,2.47028533892685
6500,0.006484063342213631,10123.243145745379,65.639749785643,1.0,0.8542342543908714,4.281568860963088e-05,2.470047032502518
6600,0.006270413752645254,9958.097760224724,62.44139314589901,1.0,0.8494238729164336,4.4424774451417154e-05,2.468175944885324
6700,0.006088182795792818,9783.460738131009,59.563497349203715,1.0,0.8445016221053809,4.574836179846325e-05,2.465525102312733
6800,0.005933896638453007,9599.418228244647,56.96195555568543,1.0,0.8414811500167804,4.686248018029179e-05,2.4626413842669934
6900,0.0058014909736812115,9407.22786054245,54.575947520299444,1.0,0.8394675019577134,4.800434265038977e-05,2.4595321838078106
7000,0.005685556214302778,9208.087447562657,52.353098809333275,1.0,0.8359995525226536,4.882673893090265e-05,2.456239530164213
7100,0.005583611316978931,9002.301697804198,50.26535363871817,1.0,0.8321959950777492,4.964170044561013e-05,2.4527924982307217
7200,1.8928288221359253,9110.80462979502,17245.193596125442,0.3133159268929504,0.2344781295446918,1.0626476970944066e-06,2.0840631154451343
7300,0.022016197443008423,8953.94339553034,197.13178568951722,1.0,0.9920572771003467,6.452215949428859e-05,2.1201575781965256
7400,0.01605769619345665,8743.759697552305,140.4046368118853,1.0,0.9942946638326434,3.4531362665214895e-05,2.1171396221126764
7500,0.013355937786400318,8638.282560428139,115.37236445842507,1.0,0.9950777491889473,1.563783489361671e-05,2.1168766043311975
7600,0.011615317314863205,8583.754785112571,99.70303558205794,1.0,0.9956370958720214,9.149367751469766e-06,2.1175607640706984
7700,0.010326236486434937,8554.11489729397,88.33181336159363,1.0,0.995972703881866,5.7697404122562136e-06,2.1185770332023015
7800,0.00930095836520195,8536.624494440854,79.39878900215753,1.0,0.9961964425550957,3.636257951638467e-06,2.1196909773502153
7900,0.008450886234641075,8525.125836842228,72.04486858315296,1.0,0.996643919901555,2.868623898960117e-06,2.120813628769412
8000,0.007726803421974182,8516.605256936513,65.80613464290036,1.0,0.9967557892381698,2.430104716947656e-06,2.12188623671329
8100,0.0070984987542033195,8509.421777638141,60.40411988755494,1.0,0.9969795279113994,2.135457255189546e-06,2.1229045185451714
8200,0.0065458184108138084,8502.759700672701,55.65752099138907,1.0,0.9969795279113994,2.022077238048863e-06,2.1238643106739548
8300,0.006054543890058994,8496.112368540373,51.440085230200765,1.0,0.9970913972480143,1.9519850538796107e-06,2.124765898752664
8400,0.005614257417619228,8489.210834712721,47.66061489851942,1.0,0.9969795279113994,1.919710637080076e-06,2.1256212806318104
8500,0.00521717919036746,8481.74144001957,44.25076493894744,1.0,0.9968676585747847,1.9279380482209318e-06,2.1264082397215103
8600,0.004857147578150034,8473.528950506821,41.15718062033841,1.0,0.9968676585747847,1.936431945976016e-06,2.127132144967615
8700,0.00452911714091897,8464.668236833531,38.3374740036351,1.0,0.9970913972480143,1.9038673466401312e-06,2.1278160118106446
8800,0.0042289141565561295,8455.312691381201,35.75679153869067,1.0,0.9970913972480143,1.887180126227425e-06,2.128451229822565
8900,0.003953372128307819,8445.331366657745,33.387537639268515,1.0,0.9969795279113994,1.8853260557056783e-06,2.1290466388957947
9000,0.0036998495925217867,8434.499532859307,31.206379659774708,1.0,0.9970913972480143,1.8934239589501446e-06,2.1295952134051386
9100,0.003465974237769842,8422.870154347736,29.19345096304975,1.0,0.9969795279113994,1.8938747271233916e-06,2.1301136865218555
9200,0.0032497805077582598,8410.36288640229,27.331833371403658,1.0,0.9969795279113994,1.8983869836789653e-06,2.1305839612102866
9300,0.0030495559331029654,8396.934999871533,25.606922948738184,1.0,0.9969795279113994,1.9011820381266373e-06,2.1310261072249457
9400,0.002863836009055376,8382.50656046439,24.006124134000846,1.0,0.9969795279113994,1.911761619227224e-06,2.131435224898401
9500,0.0026912710163742304,8367.08445323212,22.518091880539032,1.0,0.9969795279113994,1.907545072436176e-06,2.131792667501729
9600,0.002530713565647602,8350.694882236421,21.133216821059715,1.0,0.9969795279113994,1.9049331912815832e-06,2.1321327784799213
9700,0.0023811589926481247,8333.276645773556,19.842856623308304,1.0,0.9969795279113994,1.9040489173279997e-06,2.1324413582448507
9800,0.0022417015861719847,8314.776435452048,18.639247524018295,1.0,0.9969795279113994,1.90359616906377e-06,2.1327227128763067
9900,0.0021115606650710106,8295.123045841698,17.51565553552336,1.0,0.9968676585747847,1.915357335853473e-06,2.1329639500041933
10000,0.0019900656770914793,8274.08971807966,16.465981957125845,1.0,0.9968676585747847,1.9257091579929506e-06,2.1331898563342837
10100,0.001876520342193544,8251.735555443447,15.48454962819137,1.0,0.9969795279113994,1.9267278276774116e-06,2.133373593424059
10200,0.0017703028861433268,8228.068389623892,14.56617321753585,1.0,0.9968676585747847,1.9291135264725445e-06,2.133530678908571
10300,0.0016709060873836279,8202.964583470952,13.706383457113919,1.0,0.9968676585747847,1.932752327589883e-06,2.133664596548276
10400,0.0015778185334056616,8176.3959671398625,12.900869093416583,1.0,0.9968676585747847,1.9346153937620005e-06,2.133763880467663
10500,0.0014905660646036267,8148.41568831075,12.145751905279807,1.0,0.9969795279113994,1.9194463654973804e-06,2.133859084859149
10600,0.001408687443472445,8119.163962903665,11.43736432603637,1.0,0.9969795279113994,1.911479662526457e-06,2.1339089088521614
10700,0.0013318437850102782,8088.464874977013,10.772571674012072,1.0,0.9968676585747847,1.914090496934917e-06,2.133961528328406
10800,0.0012598054017871618,8055.950201230822,10.148929580038963,1.0,0.9968676585747847,1.9273624464011344e-06,2.1339670883463575
10900,0.0011922218836843967,8021.56647138251,9.563487088611256,1.0,0.9968676585747847,1.931855774593334e-06,2.1339508447420394
11000,0.0011287833331152797,7985.338814052055,9.013717362580493,1.0,0.9968676585747847,1.9341563586277534e-06,2.133902567648717
11100,0.0010691940551623702,7947.248071697541,8.49715039315962,1.0,0.9968676585747847,1.9355814233505406e-06,2.133842202396889
11200,0.0010132219176739454,7907.1973098432645,8.011745621705655,1.0,0.9967557892381698,1.94810550618467e-06,2.133738434357357
11300,0.0009607022511772811,7864.836375057697,7.555766010658897,1.0,0.9967557892381698,1.9587992998466678e-06,2.1336163691070533
