step,V,C,K_est,acc_train,acc_test,penalty
4900,2.474006175994873,55870.2130824769,138223.2522201974,0.3718015665796345,0.0,0.0
5000,2.4586174488067627,55877.017648646,137380.21057824447,0.3793733681462141,0.0,0.003914833068847656
5100,2.478576421737671,55888.56899704598,138524.08936073715,0.36553524804177545,0.0,0.0
5200,2.4486725330352783,55905.015433029956,136893.0757497738,0.3838120104438642,0.0,0.007446885108947754
5300,2.468632936477661,55936.01019062585,138085.47709172906,0.3762402088772846,0.0,0.0
5400,2.4740734100341797,55936.30344404404,138390.52100651266,0.37545691906005224,0.0,0.0
5500,2.467123031616211,55956.54171537339,138051.67283559096,0.3660574412532637,0.0,0.0
5600,2.4686882495880127,55978.1903391848,138192.70072354673,0.36736292428198436,0.0,0.0
5700,2.475724697113037,55987.89033161843,138610.602833244,0.35744125326370757,0.0,0.0
5800,2.4639036655426025,55994.04902119801,137963.94263190194,0.37545691906005224,0.0,0.0
5900,2.473475694656372,56005.99273297707,138529.46178012018,0.3663185378590078,0.0,0.0
6000,2.4709367752075195,56014.53772680185,138408.3812154037,0.3733681462140992,0.0,0.0
6100,2.4571123123168945,56039.25985339012,137694.75535889072,0.3681462140992167,0.0,0.0016342401504516602
6200,2.4614102840423584,56055.813954797195,137976.35694870297,0.3689295039164491,0.0,0.0
6300,2.459695816040039,56109.668816847305,138012.71762819157,0.36449086161879896,0.0,0.0
6400,2.4567999839782715,56156.26827819072,137964.71900613848,0.3723237597911227,0.0,0.0
6500,2.451920509338379,56174.37122450999,137735.0929045637,0.3587467362924282,0.0,0.0013418197631835938
6600,2.4558889865875244,56173.45514426139,137955.76982735985,0.36997389033942557,0.0,0.0
6700,2.4775452613830566,56185.97105278677,139203.28633803746,0.36657963446475195,0.0,0.0
6800,2.4445748329162598,56218.88131263526,137431.2623915744,0.372845953002611,0.0,0.003544747829437256
6900,2.454956531524658,56220.29969954328,138018.39195166755,0.37258485639686684,0.0,0.0
7000,2.4479243755340576,56227.732320217154,137641.2365276637,0.3652741514360313,0.0,0.0020223259925842285
7100,2.4435596466064453,56240.88686362986,137427.96162932445,0.35352480417754567,0.0,0.0035686492919921875
7200,2.4637937545776367,56258.43444820371,138609.17943579968,0.36866840731070494,0.0,0.0
7300,2.4394147396087646,56271.859063120675,137270.40242376362,0.3772845953002611,0.0,0.0047110915184021
7400,2.439946174621582,56278.18018493193,137315.7304568888,0.36997389033942557,0.0,0.004382431507110596
7500,2.4433252811431885,56296.75953586833,137551.29582042596,0.36553524804177545,0.0,0.0026744604110717773
7600,2.44504714012146,56312.402198470925,137686.47794874074,0.3678851174934726,0.0,0.0016942620277404785
7700,2.4397101402282715,56322.501771069976,137410.5786939042,0.3762402088772846,0.0,0.0036947131156921387
7800,2.454812526702881,56334.54628887054,138290.7499160427,0.36866840731070494,0.0,0.0
7900,2.451061964035034,56342.08710049995,138097.94666638438,0.36161879895561355,0.0,0.0
8000,2.452915906906128,56343.629478628194,138206.18500095213,0.3681462140992167,0.0,0.0
8100,2.4477882385253906,56357.291449497454,137950.71516522742,0.3691906005221932,0.0,0.0
8200,2.4954776763916016,56430.86977323095,140821.97577845943,0.3174934725848564,0.0,0.0
8300,2.411494731903076,56679.085170624254,136681.31529804616,0.35300261096605745,0.0,0.008982300758361816
8400,2.433795928955078,56700.8162302335,137998.2157095723,0.36657963446475195,0.0,0.0
8500,2.4330499172210693,56709.60692572172,137977.3044362666,0.3657963446475196,0.0,0.0
8600,2.4295742511749268,56710.4270223988,137782.19326675488,0.3631853785900783,0.0,0.0010003447532653809
8700,2.4287118911743164,56714.31163533751,137742.7230685101,0.3621409921671018,0.0,0.0012865066528320312
8800,2.435845136642456,56717.46958642814,138154.97245476738,0.36240208877284597,0.0,0.0
8900,2.427215337753296,56730.092558675824,137696.15077058208,0.3642297650130548,0.0,0.0016241073608398438
9000,2.4278342723846436,56732.82740298065,137737.9027382391,0.3657963446475196,0.0,0.0013214349746704102
9100,2.427551746368408,56738.802708688105,137736.37960232838,0.35900783289817234,0.0,0.0013325214385986328
9200,2.4324493408203125,56757.94146277703,138060.81729744986,0.3597911227154047,0.0,0.0
9300,2.430413007736206,56766.770232048846,137966.69677914397,0.3537859007832898,0.0,0.0
9400,2.42775559425354,56768.07769546495,137819.01820018463,0.36161879895561355,0.0,0.0007333159446716309
9500,2.434938430786133,56777.04418018134,138248.6068607657,0.3532637075718016,0.0,0.0
9600,2.432298421859741,56777.78315731208,138100.51237022475,0.3629242819843342,0.0,0.0
9700,2.4268133640289307,56779.79529115945,137793.9660194127,0.3652741514360313,0.0,0.0009149312973022461
9800,2.424916982650757,56783.00492956865,137694.07297965264,0.3626631853785901,0.0,0.0016391873359680176
9900,2.4357004165649414,56792.8913715579,138330.46917163103,0.3553524804177546,0.0,0.0
10000,2.4227683544158936,56803.235980282305,137621.08256144624,0.3592689295039164,0.0,0.0021684765815734863
10100,2.4323577880859375,56822.79818929234,138213.37571656072,0.35900783289817234,0.0,0.0
10200,2.4213483333587646,56831.406649785145,137608.63177389148,0.36553524804177545,0.0,0.002258777618408203
10300,2.43017578125,56847.9484423596,138150.50751837096,0.3637075718015666,0.0,0.0
10400,2.426042079925537,56856.52384885779,137936.31937561886,0.3639686684073107,0.0,0.0
10500,2.4206719398498535,56867.77257084756,137658.22134401387,0.3626631853785901,0.0,0.0018991827964782715
10600,2.41861891746521,56881.39220542123,137574.41123978992,0.35953002610966056,0.0,0.0025069117546081543
10700,2.4227378368377686,56892.09422999603,137834.62930795108,0.35900783289817234,0.0,0.0006201267242431641
10800,2.428075075149536,56900.949780102965,138159.7779134035,0.34099216710182767,0.0,0.0
10900,2.423067331314087,56916.60524723347,137912.76678387137,0.35456919060052217,0.0,5.358457565307617e-05
11000,2.4280402660369873,56929.37451454866,138226.813641624,0.35456919060052217,0.0,0.0
11100,2.427173376083374,56936.20686336211,138194.04543392797,0.35613577023498694,0.0,0.0
11200,2.421916961669922,56946.67941357932,137920.1287825271,0.35195822454308096,0.0,2.384185791015625e-07
11300,2.41823410987854,56959.39086183329,137741.1418599893,0.3443864229765013,0.0,0.0012979507446289062
11400,2.4203853607177734,56971.90316096472,137893.96038302965,0.35195822454308096,0.0,0.0001900196075439453
11500,2.4184210300445557,56995.02959571782,137837.97818229583,0.35509138381201044,0.0,0.0005958080291748047
11600,2.4272959232330322,56999.376172107295,138354.35340938208,0.3467362924281984,0.0,0.0
11700,2.4238924980163574,57009.404882703035,138184.668811561,0.35456919060052217,0.0,0.0
11800,2.4262828826904297,57040.66576078627,138396.7909526618,0.3477806788511749,0.0,0.0
11900,2.4136290550231934,57054.07735312608,137707.37880704587,0.3514360313315927,0.0,0.001542806625366211
12000,2.415440320968628,57086.009360849566,137887.84877338857,0.3438642297650131,0.0,0.00023430585861206055
12100,2.4194953441619873,57099.05456776015,138150.89668274694,0.3543080939947781,0.0,0.0
12200,2.4321532249450684,57140.998563448025,138975.66393267162,0.3438642297650131,0.0,0.0
12300,2.410689115524292,57238.064557280915,137983.17922191386,0.3566579634464752,0.0,0.0
12400,2.405153274536133,57250.693622744875,137696.69323620974,0.3563968668407311,0.0,0.001620173454284668
12500,2.4067869186401367,57265.5897799189,137826.0723705211,0.35900783289817234,0.0,0.0006821155548095703
12600,2.405042886734009,57279.7231782825,137760.19078402146,0.35744125326370757,0.0,0.0011598467826843262
12700,2.40899395942688,57285.221246967034,137999.75194837595,0.3524804177545692,0.0,0.0
12800,2.4070682525634766,57286.738904388214,137893.09050964587,0.35404699738903395,0.0,0.00019621849060058594
12900,2.4095499515533447,57288.9209512712,138040.5167026789,0.35718015665796343,0.0,0.0
13000,2.4099528789520264,57295.95326807996,138080.54753071006,0.3506527415143603,0.0,0.0
13100,2.4041218757629395,57305.39934188884,137769.16415716612,0.34464751958224543,0.0,0.001094818115234375
13200,2.408815622329712,57322.07592094591,138078.31198274432,0.3467362924281984,0.0,0.0
13300,2.40571665763855,57325.24658354855,137908.30060928012,0.35091383812010446,0.0,8.600950241088867e-05
13400,2.403502941131592,57332.646417066164,137799.18428627614,0.34595300261096606,0.0,0.000877082347869873
13500,2.405203104019165,57342.18398073065,137919.5989016914,0.34412532637075716,0.0,4.112720489501953e-06
13600,2.4030215740203857,57357.422026361106,137831.12255953782,0.34908616187989555,0.0,0.0006455183029174805
13700,2.4081602096557617,57362.92610647995,138139.11615904872,0.3467362924281984,0.0,0.0
13800,2.402562379837036,57368.52863890544,137831.46869443782,0.34986945169712796,0.0,0.0006430149078369141
13900,2.4058237075805664,57380.424436723464,138047.18546090458,0.35300261096605745,0.0,0.0
14000,2.4052236080169678,57385.16969862627,138024.16490919585,0.35117493472584854,0.0,0.0
14100,2.399223804473877,57397.1403265103,137708.585380091,0.3527415143603133,0.0,0.0015339255332946777
14200,2.401763439178467,57427.2537434058,137926.6784533368,0.34699738903394256,0.0,0.0
14300,2.402353525161743,57435.07668353652,137979.358938629,0.3493472584856397,0.0,0.0
14400,2.4008498191833496,57439.5535442268,137903.74174062925,0.3488250652741514,0.0,0.00011897087097167969
14500,2.4004998207092285,57441.24928935751,137887.70862041682,0.34986945169712796,0.0,0.0002353191375732422
14600,2.4008939266204834,57444.232711439894,137917.50943626976,0.35013054830287205,0.0,1.913309097290039e-05
14700,2.399042844772339,57454.646000722016,137836.15738695982,0.3477806788511749,0.0,0.0006090402603149414
14800,2.3973660469055176,57472.756826924335,137783.2358389257,0.33472584856396864,0.0,0.0009927749633789062
14900,2.391979932785034,57501.51967528835,137542.48116793355,0.3438642297650131,0.0,0.002738356590270996
15000,2.396623134613037,57559.75546679838,137949.04157439823,0.3454308093994778,0.0,0.0
