step,V,C,K_est,acc_train,acc_test,penalty
5300,0.003106445539742708,26096.34170368247,81.06686428900603,1.0,0.017451616511914084,0.9994122385978699
5400,0.0028097445610910654,25596.200348219394,71.91878471300667,1.0,0.017227877838684416,0.9994785189628601
5500,0.0026023678947240114,25105.234645643253,65.33305663133494,1.0,0.017563485848528917,0.99952632188797
5600,0.0024480458814650774,24623.579353568748,60.27965202343248,1.0,0.01767535518514375,0.9995629191398621
5700,0.0023273066617548466,24151.253510364586,56.207373184401625,1.0,0.01767535518514375,0.9995924830436707
5800,0.0022293708752840757,23688.203782925237,52.809791601447586,1.0,0.017116008502069582,0.9996170997619629
5900,0.0021471641957759857,23234.3441934636,49.88795196454071,1.0,0.017227877838684416,0.9996382594108582
6000,0.0020760796032845974,22789.557640038605,47.312935784362814,1.0,0.01767535518514375,0.9996569752693176
6100,0.0020132088102400303,22353.708254124547,45.00268239873883,1.0,0.018122832531603086,0.9996737241744995
6200,0.0019572481978684664,21926.657894459582,42.9159116492094,1.0,0.01901778722452176,0.9996888637542725
6300,0.9788479804992676,22204.604361561476,21734.93213709968,0.7783289817232376,0.11231681396129321,0.8424093127250671
6400,0.006060303188860416,22503.575816036202,136.37849227868634,1.0,0.07663049558116121,0.9990111589431763
6500,0.0031675752252340317,22079.00922108069,69.93692260640893,1.0,0.07282693813625685,0.9994929432868958
6600,0.0024364646524190903,21654.487090928247,52.76039236331217,1.0,0.07204385277995301,0.9996174573898315
6700,0.002097978489473462,21235.994382531382,44.552659417130116,1.0,0.07047768206734534,0.9996769428253174
6800,0.0019061858765780926,20824.843039808795,39.69602168443912,1.0,0.06958272737442667,0.9997121691703796
6900,0.0017851687734946609,20421.496308836155,36.45581751857078,1.0,0.069358988701197,0.9997356534004211
7000,0.0017039199592545629,20026.140052520554,34.122939742316994,1.0,0.06879964201812283,0.9997525811195374
7100,0.0016462052008137107,19638.80875431362,32.329509109136914,1.0,0.06991833538427117,0.9997655749320984
7200,0.0016038521425798535,19259.437997910543,30.88929089783267,1.0,0.07047768206734534,0.9997760057449341
7300,0.0015706821577623487,18887.90520727972,29.666895706580814,1.0,0.07114889808703434,0.9997848868370056
7400,0.0015438838163390756,18524.053341482417,28.59898616691648,1.0,0.07226759145318268,0.9997926354408264
7500,0.002389156026765704,18489.80751372222,44.17503505514724,1.0,0.10090614162658015,0.999679684638977
7600,0.0014666174538433552,18137.366610544967,26.600578437780943,1.0,0.09788566953797964,0.9998071193695068
7700,0.001318573486059904,17786.15556129208,23.452353142056648,1.0,0.09788566953797964,0.9998299479484558
7800,0.0012653656303882599,17441.79623676138,22.07024949023314,1.0,0.0974381921915203,0.9998399615287781
7900,0.001245141145773232,17104.52414169931,21.297546787701386,1.0,0.09933997091397248,0.999845564365387
8000,0.001237486838363111,16774.34647711087,20.75803298756732,1.0,0.10180109631949882,0.9998494982719421
8100,0.0012334982166066766,16451.187020238955,20.292509850527658,1.0,0.10314352835887683,0.9998528957366943
8200,0.001228484557941556,16134.936706383945,19.821520587157067,1.0,0.10694708580378118,0.9998562932014465
8300,0.0012202512007206678,15825.462707136525,19.311039870343496,1.0,0.10817764850654435,0.9998599886894226
8400,0.001207747613079846,15522.6149312146,18.747401131932012,1.0,0.11198120595144871,0.9998640418052673
8500,0.0011909431777894497,15226.23908887594,18.13358556628785,1.0,0.11511354737666406,0.9998685121536255
8600,0.0011701008770614862,14936.177954719635,17.47683492476388,1.0,0.12093075288063541,0.9998732805252075
8700,0.0011455793865025043,14652.272705909098,16.785341577302734,1.0,0.12495804899876943,0.9998782873153687
8800,0.0011177475098520517,14374.365111912135,16.066910809543998,1.0,0.13055151582951113,0.9998835325241089
8900,0.0010872547281906009,14102.299613733776,15.332791933392532,1.0,0.13256516388857814,0.9998888373374939
9000,0.0010543441167101264,13835.929162500659,14.587830511700636,1.0,0.138046761382705,0.9998942017555237
9100,0.0010196889052167535,13575.101926433388,13.842380821570703,1.0,0.14419957489652085,0.9998996257781982
9200,0.0009838240221142769,13319.689319356577,13.104230319481964,1.0,0.14956930305403288,0.999904990196228
9300,0.074864462018013,14261.02821898181,1067.6442054377753,1.0,0.9884774583286721,0.9922589659690857
9400,0.023829065263271332,14068.886922209524,335.2484246509153,1.0,0.9949658798523324,0.9975692629814148
9500,0.014907149598002434,13833.98395116441,206.22526829637266,1.0,0.9958608345452511,0.9985047578811646
9600,0.010919746942818165,13594.13553799782,148.44451998130745,1.0,0.9964201812283253,0.9989237189292908
9700,0.008658061735332012,13354.198159205727,115.6214720882603,1.0,0.9968676585747847,0.9991616606712341
9800,0.007195915561169386,13116.200933992863,94.38307440434367,1.0,0.9972032665846291,0.9993156790733337
9900,0.006164890248328447,12881.183702408802,79.41108379390735,1.0,0.997315135921244,0.9994242191314697
10000,0.005389065016061068,12649.754790244158,68.1703510018557,1.0,0.997315135921244,0.9995056986808777
10100,0.004770976956933737,12422.3075191495,59.26654292580697,1.0,0.997315135921244,0.9995703101158142
10200,0.004247892647981644,12199.130199978594,51.820595488259904,1.0,0.9974270052578588,0.9996242523193359
10300,0.0037662754766643047,11980.422700022813,45.12157221516828,1.0,0.9974270052578588,0.9996728301048279
10400,0.003260500030592084,11766.077942566946,38.36329749168837,1.0,0.9969795279113994,0.9997218251228333
10500,0.0027705703396350145,11554.792863820214,32.01336638912661,1.0,0.9960845732184808,0.9997678995132446
10600,0.002363173058256507,11347.098428976256,26.815157296741425,1.0,0.9936234478129544,0.9998055696487427
10700,0.002013048157095909,11143.956163154915,22.4333204169966,1.0,0.9891486743483611,0.999837338924408
10800,0.0017212603706866503,10945.675888041966,18.840358136467042,1.0,0.9821009061416266,0.9998633861541748
10900,0.0014806428225710988,10752.483933699317,15.920588161242948,1.0,0.9735988365588992,0.9998845458030701
11000,0.0012786656152456999,10564.122143147048,13.507979739697841,1.0,0.9661035910057053,0.999902069568634
11100,0.0011043882695958018,10381.157797670923,11.464828896570756,1.0,0.9579371294328225,0.9999168515205383
11200,0.0009472504607401788,10204.354723217431,9.666079713123931,1.0,0.9531267479583846,0.9999299049377441
11300,0.0008021466783247888,10033.883001762908,8.048645920563677,1.0,0.9489875825036358,0.9999416470527649
11400,0.000672674214001745,9868.276908088941,6.638135412700299,1.0,0.9456315024051908,0.9999518990516663
11500,0.010022616945207119,10291.740398782305,103.15017171650821,1.0,0.9982100906141627,0.9992520809173584
11600,0.005611655302345753,10112.986662408337,56.75059522665562,1.0,0.999328783980311,0.9995885491371155
11700,0.004729216452687979,9927.588181757368,46.949713364677685,1.0,0.9997762613267703,0.9996595978736877
11800,0.0042164442129433155,9745.13344766479,41.08981152976654,1.0,0.9997762613267703,0.9997020959854126
11900,0.0038602068088948727,9565.982866741717,36.92667219596807,1.0,0.9998881306633851,0.999732255935669
12000,0.003587437327951193,9390.282105280086,33.687048544473896,1.0,0.9998881306633851,0.9997557401657104
