step,V,C,K_est,acc_train,acc_test,penalty
4400,1.1687483265632181e-06,59122.79760728887,0.06909967076525471,1.0,0.03769996643919902,0.9999995231628418
4500,1.0919314945567749e-06,59124.752778408874,0.06456017966662783,1.0,0.03837118245888802,0.9999995231628418
4600,1.02081060049386e-06,59126.67381709847,0.06035713540443687,1.0,0.03881865980534736,0.9999995827674866
4700,9.55728069129691e-07,59128.56527702396,0.056510829522619,1.0,0.03915426781519186,0.9999995827674866
4800,8.928241754802002e-07,59130.43082325973,0.052793078145565886,1.0,0.03971361449826603,0.9999996423721313
4900,8.363321626347897e-07,59132.26729749077,0.04945421699040891,1.0,0.039937353171495694,0.9999996423721313
5000,7.82796917064843e-07,59134.07365306413,0.046289970549103956,1.0,0.04004922250811053,0.9999996423721313
5100,7.336193448281847e-07,59135.854762699615,0.04338320702686638,1.0,0.04072043852779953,0.9999997019767761
5200,6.87429633217107e-07,59137.61061570295,0.04065294597488878,1.0,0.041391654547488534,0.9999997019767761
5300,6.437610409193439e-07,59139.338834946124,0.038071602327666695,1.0,0.04217473990379237,0.9999997019767761
5400,6.038587230250414e-07,59141.03459437691,0.03571282962854024,1.0,0.042286609240407204,0.9999997615814209
5500,5.670999598805793e-07,59142.7019807699,0.03353982392052367,1.0,0.042622217250251705,0.9999997615814209
5600,5.332046839612303e-07,59144.3487890306,0.03153604380414784,1.0,0.04273408658686654,0.9999997615814209
5700,5.009901542507578e-07,59145.97053809661,0.029631548903191796,1.0,0.04340530260655554,0.9999997615814209
5800,4.710478265224083e-07,59147.57021541167,0.027861334394051203,1.0,0.04340530260655554,0.9999998211860657
5900,4.4390668563210056e-07,59149.15013430027,0.026256703194072747,1.0,0.04362904127978521,0.9999998211860657
6000,4.1717021304066293e-07,59150.699417335585,0.024675909877434104,1.0,0.044412126636089046,0.9999998211860657
6100,3.923012172890594e-07,59152.22485479921,0.023205489815893886,1.0,0.04452399597270388,0.9999998211860657
6200,3.701712500969734e-07,59153.72206215382,0.021897007243636395,1.0,0.045530820002237384,0.9999998211860657
6300,3.464538735897804e-07,59155.19669152875,0.020494547036745497,1.0,0.04609016668531156,0.9999998807907104
6400,3.263470489400788e-07,59156.64667591514,0.019305597067875827,1.0,0.04642577469515606,0.9999998807907104
6500,3.0689383834214823e-07,59158.07327193734,0.0181552481753509,1.0,0.04664951336838573,0.9999998807907104
6600,2.892458610403992e-07,59159.480261874705,0.01711163480704845,1.0,0.0472088600514599,0.9999998807907104
6700,2.729985624227993e-07,59160.86183600433,0.016150830232923033,1.0,0.0472088600514599,0.9999998807907104
6800,2.571247250671149e-07,59162.227647737076,0.015212071518282461,1.0,0.047768206734534066,0.9999998807907104
6900,2.421224394311139e-07,59163.5763366757,0.014324829428104846,1.0,0.04843942275422307,0.9999998807907104
7000,2.2867638449497463e-07,59164.900717813296,0.013529615585153674,1.0,0.048663161427452736,0.9999998807907104
7100,2.1448332176987606e-07,59166.20350370435,0.012690163863986989,1.0,0.049222508110526905,0.9999998807907104
7200,2.016908808855078e-07,59167.483631044,0.011933541893324127,1.0,0.04955811612037141,0.9999999403953552
7300,1.9064145817537792e-07,59168.73845218303,0.011280014576921727,1.0,0.050117462803445575,0.9999999403953552
7400,1.8018340597336646e-07,59169.977887619665,0.01066144814716009,1.0,0.050117462803445575,0.9999999403953552
7500,1.6885385889509053e-07,59171.19710561581,0.009991284966725241,1.0,0.05034120147667524,0.9999999403953552
7600,1.588938118857186e-07,59172.38887211145,0.009402126426273865,1.0,0.05056494014990491,0.9999999403953552
7700,1.4893376487634669e-07,59173.564172551654,0.00881294169337022,1.0,0.05056494014990491,0.9999999403953552
7800,1.4015648730492103e-07,59174.72419339164,0.008293721480183298,1.0,0.05112428683297908,0.9999999403953552
7900,1.3284208932873298e-07,59175.86876621759,0.007861046044747256,1.0,0.05168363351605325,0.9999999403953552
8000,1.242204206164388e-07,59177.0001299611,0.007350991846962821,1.0,0.05224298019912742,0.9999999403953552
8100,1.1737289185020927e-07,59178.114596543724,0.0069459064444394175,1.0,0.05269045754558675,0.9999999403953552
8200,1.1195711380196371e-07,59179.21477621308,0.00662553408341134,1.0,0.05269045754558675,0.9999999403953552
8300,1.0489171131666808e-07,59180.29591584177,0.006207522514839466,1.0,0.05324980422866092,0.9999999403953552
8400,9.966268521566235e-08,59181.35955288388,0.005898173207753998,1.0,0.053921020248349924,0.9999999403953552
8500,9.483829188638992e-08,59182.415794932094,0.005612759223701464,1.0,0.05425662825819443,0.9999999403953552
8600,8.926689076815819e-08,59183.46007626807,0.005283123465909873,1.0,0.05414475892157959,0.9999999403953552
8700,8.525174877149766e-08,59184.49604017592,0.0050455817875847755,1.0,0.0544803669314241,0.9999999403953552
8800,8.002272267049193e-08,59185.52486803775,0.004736186842622488,1.0,0.05470410560465377,0.9999999403953552
8900,7.498045562215339e-08,59186.53509823657,0.004437833368362351,1.0,0.054927844277883435,0.9999999403953552
9000,6.903555771486936e-08,59187.53044631477,0.004086044174127151,1.0,0.0548159749412686,1.0
9100,6.610979141896678e-08,59188.51564075386,0.003912940423408491,1.0,0.05503971361449827,1.0
9200,6.084964354613476e-08,59189.48185454714,0.0036016588725296048,1.0,0.055263452287727936,1.0
9300,5.842188244287172e-08,59190.4296222738,0.0034580163211355517,1.0,0.054927844277883435,1.0
9400,5.400211122719156e-08,59191.3580924287,0.00319645830339586,1.0,0.055263452287727936,1.0
9500,5.319285989457967e-08,59192.27112417567,0.0031486061847502502,1.0,0.05537532162434277,1.0
9600,5.291273197371993e-08,59193.17025934918,0.003132072352607713,1.0,0.0551515829511131,1.0
9700,4.967571598513132e-08,59194.058600279954,0.002940507243034727,1.0,0.0551515829511131,1.0
9800,4.718570423278834e-08,59194.94291345024,0.002793155068390853,1.0,0.05503971361449827,1.0
9900,3.943554460761334e-08,59195.81911584141,0.0023344193653269743,1.0,0.055263452287727936,1.0
10000,4.124080277279063e-08,59196.69036527046,0.002441319032156074,1.0,0.0548159749412686,1.0
10100,3.6416405890804526e-08,59197.56258932387,0.0021557624669991233,1.0,0.05470410560465377,1.0
10200,3.349064670032931e-08,59198.43275889264,0.001982593796741274,1.0,0.0544803669314241,1.0
10300,3.6603157838044353e-08,59199.30792743726,0.0021668816119709763,1.0,0.0544803669314241,1.0
10400,3.476677790104077e-08,59200.18454417396,0.002058199667747922,1.0,0.0544803669314241,1.0
10500,3.476677434832709e-08,59201.066105063815,0.002058230106455149,1.0,0.05414475892157959,1.0
10600,4.4166569068693207e-08,59201.956618769975,0.002614747306004683,1.0,0.05470410560465377,1.0
10700,3.3210522332183245e-08,59202.86248687375,0.0019661579867494947,1.0,0.054592236268038934,1.0
10800,3.377077106847537e-08,59203.78002113759,0.001999357301482213,1.0,0.0544803669314241,1.0
10900,3.380189994572902e-08,59204.71460290258,0.002001231839322755,1.0,0.054368497594809266,1.0
11000,2.935100340550889e-08,59205.66242486755,0.0017377455994576972,1.0,0.05403288958496476,1.0
11100,1.911083202799091e-08,59206.622260246455,0.0011314878129602775,1.0,0.05313793489204609,1.0
11200,3.4424402883814764e-08,59207.59783007862,0.002038186201485503,1.0,0.05324980422866092,1.0
11300,2.5553736904271318e-08,59208.587672536436,0.001513000671857478,1.0,0.053026065555431254,1.0
11400,2.5398110281571462e-08,59209.59464901517,0.0015038118146228309,1.0,0.053361673565275755,1.0
11500,2.387298003725391e-08,59210.62030381787,0.0014135339565064652,1.0,0.053026065555431254,1.0
11600,2.06359640486653e-08,59211.6609281648,0.0012218897061753687,1.0,0.053026065555431254,1.0
11700,2.4402107001719742e-08,59212.71960900743,0.001444915119761828,1.0,0.05269045754558675,1.0
11800,3.1685388535152015e-08,59213.795512028846,0.0018762121174396747,1.0,0.05269045754558675,1.0
11900,2.2067721872076618e-08,59214.887422424574,0.0013067376663243933,1.0,0.05257858820897192,1.0
12000,1.7959202125439333e-08,59215.99649059957,0.0010634720500339839,1.0,0.05269045754558675,1.0
12100,2.3063725151928338e-08,59217.12592169075,0.0013657675165450066,1.0,0.05291419621881642,1.0
12200,2.309485047646831e-08,59218.26841819692,0.0013676370545936233,1.0,0.053026065555431254,1.0
12300,2.184984460029682e-08,59219.43312246538,0.0012939354110435388,1.0,0.052466718872357085,1.0
12400,3.0191383615374434e-08,59220.61724222051,0.001787952373099137,1.0,0.05257858820897192,1.0
12500,3.028475958899435e-08,59221.81901025583,0.0017935185511485329,1.0,0.05224298019912742,1.0
12600,2.486898331710563e-08,59223.04238192288,0.0014728168529842798,1.0,0.05224298019912742,1.0
12700,3.109401092160624e-08,59224.28404197174,0.0018415205348253794,1.0,0.052466718872357085,1.0
12800,1.391293569241725e-08,59225.54859622552,0.0008240012489674184,1.0,0.05224298019912742,1.0
12900,1.6527446078384855e-08,59226.83092188355,0.0009788682544550472,1.0,0.05257858820897192,1.0
13000,1.4566563955042966e-08,59228.134696376925,0.0008627504119926738,1.0,0.05313793489204609,1.0
13100,2.1289592311291017e-08,59229.46396153725,0.0012609711405574318,1.0,0.05347354290189059,1.0
13200,2.2565723512002478e-08,59230.811203025434,0.0013365861089990909,1.0,0.05403288958496476,1.0
13300,7.71903430063503e-09,59232.189927112646,0.00045721530574911127,1.0,0.054592236268038934,1.0
13400,5.664774871405598e-09,59233.59010865333,0.00033554495279063855,1.0,0.0544803669314241,1.0
13500,2.8417248998380273e-08,59235.001876329596,0.0016832957977391807,1.0,0.055263452287727936,1.0
13600,1.9484334146113724e-08,59236.43713007949,0.0011541825346677267,1.0,0.05593466830741694,1.0
13700,3.622965749627838e-08,59237.91371014104,0.002146169324512503,1.0,0.05604653764403177,1.0
13800,3.55438494682312,63112.944734406774,224327.70071365495,0.1678851174934726,0.00402729611813402,0.0
13900,0.4432716369628906,64923.52656042832,28778.75789584477,0.954046997389034,0.001789909385837342,0.7913375496864319
14000,0.020367112010717392,65625.3720109475,1336.5993024919658,1.0,0.0012305627027631727,0.9903088808059692
14100,0.011109799146652222,65674.8850033652,729.6347813668694,1.0,0.0013424320393780065,0.9947097301483154
14200,0.0075896321795880795,65707.1758545528,498.69329629556677,1.0,0.001678040049222508,0.9963842034339905
14300,0.005698773078620434,65731.91749945894,374.591281852016,1.0,0.001678040049222508,0.9972839951515198
14400,0.004514904227107763,65752.36253201269,296.8656195381062,1.0,0.001789909385837342,0.9978475570678711
14500,0.003704654285684228,65769.97303502669,243.65501247354774,1.0,0.001678040049222508,0.9982333779335022
14600,0.0031154630705714226,65785.48830960822,204.95225940809246,1.0,0.001678040049222508,0.9985139966011047
14700,0.002667847787961364,65799.50521591629,175.54306443923448,1.0,0.001678040049222508,0.9987272024154663
14800,0.0023167897015810013,65812.39026404239,152.47346800016317,1.0,0.001789909385837342,0.998894453048706
14900,0.0020343586802482605,65824.41649989065,133.91047307882937,1.0,0.0019017787224521758,0.9990290999412537
15000,0.0018025778699666262,65835.74188330537,118.67405137168119,1.0,0.001789909385837342,0.9991395473480225
