step,V,C,K_est,acc_train,acc_test,gov_signal,srank
5100,0.04818703234195709,5700.797440473074,274.7045106390222,0.9989556135770234,0.9140843494798075,0.00012807499999999998,2.329324053036395
5200,0.013498605228960514,5401.526725150268,72.91307689648337,1.0,0.9650967669761719,0.00013056666666666665,2.2885492131803016
5300,0.01048527006059885,5105.958428329396,53.53735303922458,1.0,0.9735988365588992,0.0001330583333333333,2.255818603864816
5400,0.009072938933968544,4824.456876908924,43.772002633759264,1.0,0.9771786553305739,0.00013555,2.2373269673764398
5500,0.008273758925497532,4556.679939775975,37.70087132235703,1.0,0.9805347354290189,0.00013804166666666663,2.228232974563759
5600,0.0077935499139130116,4302.2662192929965,33.52992652300179,1.0,0.9821009061416266,0.0001405333333333333,2.221430295341402
5700,0.007507540751248598,4060.8360169240764,30.486891881195547,1.0,0.984450162210538,0.00014302499999999997,2.2143864059145417
5800,0.007352313958108425,3831.9942976169436,28.174025161760945,1.0,0.9856807249133013,0.00014551666666666663,2.204894492529749
5900,0.007292147260159254,3615.336951494043,26.363569445389796,1.0,0.9863519409329903,0.0001480083333333333,2.1913139739736613
6000,0.0073049939237535,3410.454342115496,24.913348246392438,1.0,0.9867994182794496,0.00015049999999999997,2.179615727307752
6100,0.007375543937087059,3216.9327732157544,23.726629011508116,1.0,0.9871350262892941,0.00015299166666666664,2.1729268620373814
6200,0.007491962052881718,3034.356603859924,22.733284531029593,1.0,0.9873587649625237,0.0001554833333333333,2.168329555941397
6300,0.09786897897720337,3163.9678543477785,309.65430342171,0.9903394255874673,0.9664391990155499,0.00015797499999999998,2.0706853871860593
6400,0.00970783643424511,3032.961160312523,29.443490855732236,1.0,0.9947421411791028,0.00016046666666666665,2.061078817436993
6500,0.008147628977894783,2852.8533457820304,23.243990589777756,1.0,0.9958608345452511,0.0001629583333333333,2.061102039296573
6600,0.0076042283326387405,2686.1822260098998,20.42634298965508,1.0,0.9965320505649401,0.00016544999999999998,2.059750974900481
6700,0.00742558715865016,2531.7871295587393,18.800005997687123,1.0,0.9969795279113994,0.00016794166666666665,2.0579405923487704
6800,0.007429290097206831,2388.6041048737243,17.74563282248595,1.0,0.997315135921244,0.0001704333333333333,2.0564455142305227
6900,0.007541761267930269,2255.6821872310247,17.011816552419177,1.0,0.9975388745944737,0.00017292499999999996,2.0553977643000927
7000,0.007727406919002533,2132.178961034515,16.476214456049743,1.0,0.9976507439310884,0.00017541666666666666,2.0549027007479714
7100,0.007964028976857662,2017.356319200946,16.06628418276325,1.0,0.9974270052578588,0.0001779083333333333,2.055084615458338
7200,0.008232220076024532,1910.5666981522227,15.72820552911263,1.0,0.9974270052578588,0.00018039999999999997,2.0560883350825523
7300,0.008512974716722965,1811.2312764889793,15.418966062888543,1.0,0.9974270052578588,0.0001828916666666666,2.0580326409312883
7400,4.792058944702148,1748.937625448918,8381.012191758624,0.11201044386422976,0.09352276541000112,0.0001853833333333333,1.9777152391033257
7500,0.013414495624601841,1942.0634335004725,26.051801431391315,1.0,0.9950777491889473,0.00018787499999999997,1.72227092056449
7600,0.010546570643782616,1856.4236008044682,19.578902650669622,1.0,0.9970913972480143,0.00019036666666666661,1.7270001798423535
7700,0.009722563438117504,1778.3416354842484,17.29003936564124,1.0,0.997986351940933,0.0001928583333333333,1.7293442163446413
7800,0.009408754296600819,1706.322403994971,16.05436824997392,1.0,0.9980982212775478,0.00019534999999999998,1.7302742447017154
7900,0.009318532422184944,1639.4045750160585,15.276844685365472,1.0,0.9985456986240071,0.00019784166666666662,1.7309705283685548
8000,0.009350545704364777,1576.8833317685346,14.744719664152688,1.0,0.9985456986240071,0.0002003333333333333,1.927005720125601
8100,0.009458741173148155,1518.2036066806354,14.360294963732153,1.0,0.9988813066338517,0.00020282499999999998,2.442018274530003
8200,0.009617963805794716,1462.9132680478497,14.070246863101081,1.0,0.9991050453070813,0.00020531666666666662,2.8219033290928213
8300,0.009811470285058022,1410.6360225825397,13.840413418601024,1.0,0.9991050453070813,0.0002078083333333333,3.706679158754494
8400,0.010025570169091225,1361.0548833706803,13.645351237217028,1.0,0.9991050453070813,0.00021029999999999996,3.965104898735869
8500,0.010247630067169666,1313.8994554626088,13.464355565036481,1.0,0.999328783980311,0.00021279166666666663,4.691385032953385
8600,0.010465760715305805,1268.9354903596804,13.280375205263653,1.0,0.9994406533169258,0.0002152833333333333,4.859870648777421
8700,0.0756862461566925,1510.2953126288544,114.30858280092633,0.993733681462141,0.9816534287951673,0.00021777499999999997,5.036738231022753
8800,0.01340390183031559,1461.8864447030933,19.594982391869344,1.0,0.9991050453070813,0.0002202666666666666,5.3753730340856265
8900,0.01148191373795271,1401.4096299889334,16.090864483069158,1.0,0.9994406533169258,0.0002227583333333333,5.944719592001741
9000,0.01079825684428215,1346.672143322708,14.541711688638545,1.0,0.9997762613267703,0.00022524999999999995,6.456356041038075
9100,0.010537845082581043,1296.4251093479909,13.661526963477318,1.0,0.9998881306633851,0.00022774166666666661,6.8829776005582275
9200,0.010478978976607323,1249.8375472177227,13.097021381468977,1.0,1.0,0.0002302333333333333,7.009210983286575
9300,0.010531309060752392,1206.3106231789907,12.704029995966769,1.0,1.0,0.00023272499999999995,7.633118694114794
9400,0.010647421702742577,1165.3943004001064,12.408444566332594,1.0,1.0,0.00023521666666666662,7.839479190574346
9500,0.010796155780553818,1126.7388863345795,12.164448540875842,1.0,1.0,0.0002377083333333333,8.52001700156836
9600,0.010953892022371292,1090.0632746944357,11.940435408555306,1.0,0.9998881306633851,0.00024019999999999996,9.086063518662115
9700,0.011102618649601936,1055.1339072878,11.714749396880888,1.0,0.9998881306633851,0.00024269166666666663,9.397874658658507
9800,0.021639985963702202,1314.7617574043456,28.45142597584248,1.0,0.9984338292873923,0.0002451833333333333,9.261454387063397
9900,0.010628316551446915,1250.9562571797478,13.295559093319596,1.0,0.9995525226535407,0.000247675,10.236535330813787
10000,0.009302540682256222,1191.6095280309578,11.08499611187212,1.0,1.0,0.00025016666666666666,10.093391152146822
10100,0.008983942680060863,1138.827269261594,10.231158909536399,1.0,1.0,0.0002526583333333333,10.390682176385331
10200,0.00906885415315628,1091.1628906962783,9.895597113060957,1.0,1.0,0.00025515,10.68434961668578
10300,0.009344172663986683,1047.6374784457105,9.789305487860346,1.0,1.0,0.0002576416666666666,10.751692203813162
10400,0.009699161164462566,1007.5488893385307,9.772379058769669,1.0,1.0,0.00026013333333333333,10.48564150209334
10500,0.010069720447063446,970.3575216026876,9.771228976244393,1.0,1.0,0.000262625,12.615439214443281
10600,0.010416590608656406,935.6350462010123,9.746127235387268,1.0,1.0,0.0002651166666666666,12.068621583807554
10700,0.010716689750552177,903.0340910025084,9.677536187445783,1.0,1.0,0.00026760833333333334,12.563645162179053
10800,0.01095894817262888,872.2678641936196,9.559138316347564,1.0,1.0,0.0002701,12.359793977114435
10900,0.06827500462532043,1065.9432238089257,72.77727853588338,0.995822454308094,0.9904911063877391,0.0002725916666666666,12.58335242657481
11000,0.013793598860502243,1033.039102270392,14.24932698393114,1.0,1.0,0.0002750833333333333,13.675333017545842
11100,0.01205537375062704,991.1357766738313,11.94851222542105,1.0,1.0,0.000277575,13.663115130402387
11200,0.011480155400931835,953.7056811733235,10.948689426621304,1.0,1.0,0.0002800666666666666,14.042893692948182
11300,0.011259002611041069,919.6177953948015,10.353979159509903,1.0,1.0,0.0002825583333333333,14.105576060429836
11400,0.012403971515595913,902.7612937294128,11.197825372802152,1.0,0.9998881306633851,0.00028504999999999996,14.490278537787283
11500,0.011235831305384636,870.119473517673,9.776515619974667,1.0,1.0,0.00028754166666666663,14.549983065745693
11600,0.011175818741321564,840.5200311421144,9.393499516494225,1.0,1.0,0.0002900333333333333,14.621203381275075
11700,0.011265312321484089,812.9076257900864,9.157658293041438,1.0,1.0,0.00029252499999999997,14.605304847736392
11800,0.01138710044324398,786.8647500180442,8.960107943703536,1.0,1.0,0.00029501666666666664,15.047021136199875
11900,0.011503206565976143,762.1514098414123,8.767185101955707,1.0,1.0,0.0002975083333333333,14.359221338039859
12000,4.5364837646484375,865.6180619213712,3926.8622842927466,0.057180156657963443,0.041167915874258866,0.0003,13.89949369480891
