step,V,C,K_est,acc_train,acc_test,penalty
27100,0.008242307230830193,5769.082744468469,47.550552419990154,1.0,0.9938471864861841,0.9996552467346191
27200,0.007710442412644625,5676.321856487542,43.766952790083224,1.0,0.993959055822799,0.9996826648712158
27300,0.007225787732750177,5590.723045622464,40.39737800026251,1.0,0.9942946638326434,0.9997071027755737
27400,0.006798779591917992,5511.190381826833,37.469368695138996,1.0,0.9942946638326434,0.9997283220291138
27500,0.006419828627258539,5435.89515081048,34.89751530394899,1.0,0.9942946638326434,0.9997469782829285
27600,0.006077994126826525,5362.655505352654,32.59418866572736,1.0,0.9945184025058731,0.9997636675834656
27700,0.005764799192547798,5290.213971956633,30.49702123394068,1.0,0.994630271842488,0.9997788667678833
27800,0.005473306402564049,5219.214609895833,28.566360740698688,1.0,0.994630271842488,0.9997928738594055
27900,0.005198911763727665,5151.132756589213,26.780284684754577,1.0,0.994630271842488,0.9998058080673218
28000,0.00493893725797534,5085.9338372438215,25.119108120361,1.0,0.9948540105157176,0.9998178482055664
28100,0.0046909102238714695,5023.008936880855,23.562483976612164,1.0,0.9949658798523324,0.9998291730880737
28200,0.004453541710972786,4962.013265845366,22.098533049842633,1.0,0.9949658798523324,0.9998397827148438
28300,0.004224542062729597,4902.893988945987,20.712481885406422,1.0,0.9949658798523324,0.999849796295166
28400,0.0040030344389379025,4845.867472009966,19.398174376984848,1.0,0.9949658798523324,0.9998593330383301
28500,0.003787062130868435,4790.992169245845,18.143785013438155,1.0,0.9950777491889473,0.9998684525489807
28600,0.0035747941583395004,4737.340854580281,16.935018413016646,1.0,0.995301487862177,0.9998772144317627
28700,0.0033682058565318584,4684.099686748115,15.777011997484045,1.0,0.9955252265354066,0.999885618686676
28800,0.003164258087053895,4631.303041176638,14.654638101640474,1.0,0.9956370958720214,0.9998937249183655
28900,0.0029602842405438423,4578.108881228371,13.552503572594146,1.0,0.9957489652086363,0.9999017119407654
29000,0.0027528190985322,4524.220314318547,12.45436008722345,1.0,0.9958608345452511,0.9999096989631653
29100,0.002537695225328207,4470.084358503576,11.343711733388828,1.0,0.9958608345452511,0.99991774559021
29200,0.002312531229108572,4416.033297788585,10.212214909919416,1.0,0.9958608345452511,0.999925971031189
29300,0.002080389764159918,4362.368969671195,9.075427751992802,1.0,0.9958608345452511,0.999934196472168
29400,0.001849043183028698,4309.191865717061,7.967881843666848,1.0,0.9961964425550957,0.9999422430992126
29500,0.0016309429192915559,4256.151050693123,6.941539419563265,1.0,0.9968676585747847,0.9999496936798096
29600,0.001435960759408772,4202.948981773807,6.03526981162424,1.0,0.9970913972480143,0.9999562501907349
29700,0.0012688146671280265,4149.41926219454,5.264844019935987,1.0,0.9970913972480143,0.9999618530273438
29800,0.0011276319855824113,4095.821186644491,4.618578977286435,1.0,0.9974270052578588,0.9999665021896362
29900,0.001010016305372119,4042.577000454301,4.083068686181156,1.0,0.9977626132677033,0.9999703764915466
30000,0.0009120102040469646,3990.441941259429,3.6393237690855775,1.0,0.9982100906141627,0.9999735951423645
