step,loss_V,weight_norm_sq_C,K_est,lr,cond
930,3.6199252605438232,9951478.49334757,36023608.37782746,0.0003000414841896958,batch64
940,3.5378832817077637,9950943.550727136,35205276.82533523,0.0002965262048714882,batch64
950,3.3986077308654785,9950387.911368238,33817465.2806865,0.00029300561428433205,batch64
960,3.624885082244873,9949820.122685455,36066954.53374236,0.00028948058108127495,batch64
970,3.529134511947632,9949282.882834084,35112357.5909396,0.00028595197501151375,batch64
980,3.4996259212493896,9948790.565324688,34817045.34749165,0.0002824206667057963,batch64
990,3.3157174587249756,9948322.80776488,32985827.618737884,0.00027888752746160707,batch64
1000,3.5525078773498535,9947835.283791803,35339763.2082492,0.000275353429028187,batch64
1010,3.434863805770874,9947341.271976134,34167762.49876163,0.00027181924339144266,batch64
1020,3.3587183952331543,9946851.263386294,33408672.312983688,0.00026828584255879676,batch64
1030,3.547545909881592,9946373.489574464,35285216.59109458,0.00026475409834403357,batch64
1040,3.4933876991271973,9945901.871546203,34744891.25478568,0.0002612248821521911,batch64
1050,3.622410535812378,9945428.34880724,36026424.433886446,0.00025769906476455615,batch64
1060,3.367666482925415,9944968.266341137,33491336.304313917,0.000254177516123811,batch64
1070,3.6252520084381104,9944533.535030201,36051440.17084838,0.0002506611051193889,batch64
1080,3.5185019969940186,9944103.87506668,34988349.34273808,0.0002471506993730878,batch64
1090,3.2960500717163086,9943641.186083652,32774739.24451226,0.0002436471650249984,batch64
1100,3.3966147899627686,9943182.718409326,33773161.48065132,0.00024015136651979653,batch64
1110,3.3777060508728027,9942723.027711371,33583595.73285305,0.0002366641663934546,batch64
1120,3.486344575881958,9942263.023594983,34662154.76430213,0.0002331864250604237,batch64
1130,3.5292646884918213,9941852.782202745,35087429.96241232,0.00022971900060133916,batch64
1140,3.382824420928955,9941444.812049175,33630162.28951742,0.00022626274855130218,batch64
1150,3.380509853363037,9941011.621690392,33605687.73952083,0.00022281852168878902,batch64
1160,3.466243028640747,9940613.077527575,34456580.780395,0.00021938716982524082,batch64
1170,3.378664016723633,9940200.275235958,33584596.988966085,0.00021596953959538567,batch64
1180,3.5239102840423584,9939798.53714079,35026958.28633962,0.0002125664742483437,batch64
1190,3.366685390472412,9939426.1801924,33462920.910532765,0.0002091788134395679,batch64
1200,3.3597710132598877,9939045.174971279,33392915.87834905,0.00020580739302367235,batch64
1210,3.303875684738159,9938653.538587537,32836075.765176225,0.00020245304484819705,batch64
1220,3.4562559127807617,9938251.272791348,34349139.72428603,0.0001991165965483621,batch64
1230,3.383730888366699,9937856.385061253,33627031.61428399,0.00019579887134286108,batch64
1240,3.4253225326538086,9937496.524302434,34039130.762862034,0.00019250068783074426,batch64
1250,3.576305866241455,9937170.643395599,35538361.66581806,0.00018922285978944148,batch64
1260,3.441545009613037,9936821.612080256,34198018.83046978,0.0001859661959739748,batch64
1270,3.5128374099731445,9936494.102372145,34905288.206790395,0.00018273149991741012,batch64
1280,3.3589751720428467,9936183.371928927,33375393.251174238,0.00017951956973259753,batch64
1290,3.155944347381592,9935877.248660468,31357075.639187366,0.00017633119791524927,batch64
1300,3.4242427349090576,9935561.58980892,34021774.59114468,0.0001731671711484023,batch64
1310,3.0439577102661133,9935235.149232607,30242435.635813493,0.00017002827010831716,batch64
1320,3.3112285137176514,9934890.804950407,32896693.714023095,0.00016691526927185713,batch64
1330,3.4968302249908447,9934579.373990905,34739537.42754202,0.00016382893672539767,batch64
1340,3.3982465267181396,9934291.561414191,33759171.7939811,0.00016077003397531287,batch64
1350,3.285705089569092,9934001.504844196,32640199.304253593,0.00015773931576008502,batch64
1360,3.4097378253936768,9933709.346062379,33871344.50373558,0.00015473752986408412,batch64
1370,3.247390031814575,9933414.764637113,32257672.088562284,0.0001517654169330632,batch64
1380,3.3242785930633545,9933121.036994936,33020461.625589535,0.00014882371029141555,batch64
1390,3.3838322162628174,9932819.868369022,33610995.868922494,0.00014591313576123712,batch64
1400,3.322587490081787,9932546.965079203,33001756.29082198,0.0001430344114832412,batch64
1410,3.3233656883239746,9932274.086798435,33008578.907095257,0.00014018824773956846,batch64
1420,3.2659382820129395,9932022.672209667,32437373.062990002,0.00013737534677853437,batch64
1430,3.3904263973236084,9931773.345077138,33672946.52138452,0.0001345964026413608,batch64
1440,3.2267537117004395,9931536.142434005,32046621.11048599,0.00013185210099093148,batch64
1450,3.1515369415283203,9931271.225918805,31298768.144820362,0.00012914311894261446,batch64
1460,3.1721320152282715,9931007.611270105,31502467.18718554,0.0001264701248971951,batch64
1470,3.2514891624450684,9930751.718184916,32289731.586610995,0.00012383377837595712,batch64
