step,loss_V,weight_norm_sq_C,K_est,lr,cond
1,10.345937728881836,10011671.367070021,103580128.52573572,0.0005,seed2
2,9.405295372009277,10011567.473512907,94161749.22518955,0.0004999997224174333,seed2
3,8.844581604003906,10011459.456690483,88547170.13987559,0.0004999988896704182,seed2
4,8.079020500183105,10011343.982626885,80881853.27002738,0.0004999975017610091,seed2
5,7.75155782699585,10011227.959522877,77602612.44747925,0.0004999955586926308,seed2
10,6.663191795349121,10010665.22908828,66702982.42044776,0.0004999775161819445,seed2
20,6.080356597900391,10009795.062930826,60863123.45452221,0.0004998998001107488,seed2
30,5.823765754699707,10009032.983969664,58290263.52970235,0.0004997665933791235,seed2
40,5.756222724914551,10008287.837493392,57609933.88766537,0.0004995779288538368,seed2
50,5.559780120849609,10007546.419912582,55639757.643909656,0.000499333853085037,seed2
60,5.6992950439453125,10006804.28654451,57031730.07603383,0.0004990344262947681,seed2
70,5.463308334350586,10006065.941714572,54666223.453430764,0.0004986797223621099,seed2
80,5.291370868682861,10005333.574833965,52941930.609331,0.0004982698288049504,seed2
90,5.1877760887146,10004591.435219998,51901580.224993184,0.0004978048467583915,seed2
100,5.20042085647583,10003843.674648212,52024197.29056437,0.0004972848909497955,seed2
110,5.2142653465271,10003100.176519489,52158818.608264685,0.0004967100896704777,seed2
120,5.183194637298584,10002359.108431472,51844174.09115665,0.0004960805847440531,seed2
130,4.771681785583496,10001644.006794566,47724662.53311197,0.0004953965314914427,seed2
140,5.01247501373291,10000954.334681297,50129533.71607384,0.0004946580986925508,seed2
150,4.9979939460754395,10000284.89187291,49981363.34861049,0.0004938654685446213,seed2
160,4.876553535461426,9999618.767014597,48763676.25155146,0.0004930188366172827,seed2
170,4.887632846832275,9998931.004902918,48871103.61277315,0.0004921184118042946,seed2
180,4.850192546844482,9998279.771079153,48493582.02695406,0.0004911644162720063,seed2
190,4.980190277099609,9997655.503119236,49790226.73042582,0.0004901570854045406,seed2
200,4.393170356750488,9997050.303404823,43918745.04786155,0.0004890966677457158,seed2
210,4.606986999511719,9996464.590391444,46053582.40901262,0.0004879834249377221,seed2
220,4.558884143829346,9995897.405948136,45570138.18732185,0.0004868176316565643,seed2
230,4.979189872741699,9995275.863557048,49768376.355082795,0.00048559957554429053,seed2
240,4.591048240661621,9994707.137371397,45886182.618957095,0.0004843295571380203,seed2
250,4.5799970626831055,9994186.536308123,45773344.98019824,0.00048300788979579166,seed2
260,4.979232311248779,9993650.668499198,49760708.31592417,0.00048163489961924465,seed2
270,4.460494518280029,9993097.83582868,44574158.117349856,0.00048021092537316114,seed2
280,4.645321369171143,9992497.817717435,46418363.64403881,0.00047873631840187876,seed2
290,4.388160228729248,9991912.649016807,43846113.69535226,0.00047721144254260267,seed2
300,4.54017972946167,9991364.610645143,45362591.07491177,0.0004756366740356339,seed2
310,4.575472354888916,9990772.174181374,45712501.886960305,0.0004740124014315379,seed2
320,4.426866054534912,9990189.330140473,44225230.02397573,0.0004723390254952751,seed2
330,4.378879070281982,9989640.209243353,43743426.43190304,0.0004706169591073186,seed2
340,4.456296443939209,9989080.705989163,44514304.82832127,0.0004688466271617818,seed2
350,4.513623237609863,9988514.969679333,45084393.27635862,0.0004670284664615821,seed2
360,4.523239612579346,9987984.307846667,45178046.27107295,0.00046516292561066665,seed2
370,4.533146858215332,9987461.507426284,45274629.75393602,0.0004632504649033257,seed2
380,4.339203357696533,9986945.985420607,43335389.55307101,0.00046129155621062206,seed2
390,4.2372260093688965,9986431.052406682,42314765.39602679,0.0004592866828639639,seed2
400,4.329642295837402,9985895.155785462,43235354.02828656,0.0004572363395358497,seed2
410,4.064342021942139,9985353.2850875,40583890.960519105,0.00045514103211781605,seed2
420,4.301880836486816,9984753.98484005,42953221.82441879,0.00045300127759561535,seed2
430,4.2742085456848145,9984165.482318398,42674405.426056646,0.00045081760392165835,seed2
440,4.237220287322998,9983580.267952668,42302628.851486616,0.0004485905498847489,seed2
450,4.055964469909668,9982950.072598998,40490490.799343675,0.00044632066497714653,seed2
460,4.440677165985107,9982323.69770284,44328276.907861024,0.0004440085092589872,seed2
470,4.253078937530518,9981666.92298285,42452817.35158341,0.0004416546532200969,seed2
480,4.278898239135742,9981048.038814588,42707888.87801299,0.00043925967763923146,seed2
490,4.180429935455322,9980484.7488433,41722717.21441982,0.00043682417344077904,seed2
500,4.108839988708496,9979879.261786465,41005726.993310854,0.0004343487415489571,seed2
510,4.115535736083984,9979274.986647822,41070062.82775814,0.0004318339927395444,seed2
520,4.557501792907715,9978713.164577277,45478003.13847276,0.00042928054748918055,seed2
530,4.035865783691406,9978128.15238481,40270385.99549781,0.00042668903582227327,seed2
540,4.204839706420898,9977544.805023741,41953976.568757385,0.00042406009715554845,seed2
550,4.20366907119751,9977023.015735533,41940103.07387317,0.00042139438014028477,seed2
560,4.226742267608643,9976424.478775224,42167775.02404476,0.00041869254250226747,seed2
570,3.9404568672180176,9975878.417895477,39309518.61832824,0.0004159552508795054,seed2
580,4.047140121459961,9975372.679111736,40371730.996148646,0.0004131831806577476,seed2
590,3.9052600860595703,9974929.184772106,38954692.80656123,0.0004103770158038418,seed2
600,4.179339408874512,9974387.189677086,41686349.46119054,0.00040753744869697614,seed2
610,4.116392612457275,9973916.285498684,41056555.314894095,0.00040466517995784487,seed2
620,4.052952289581299,9973374.963588076,40421612.8935271,0.0004017609182757808,seed2
