step,loss_V,weight_norm_sq_C,K_est,lr,cond
510,4.132274627685547,9989164.689091422,41277971.79650486,0.0004318339927395444,seed1
520,4.254538536071777,9988616.759614656,42496954.92583296,0.00042928054748918055,seed1
530,4.099263668060303,9988088.711149964,40943809.166980304,0.00042668903582227327,seed1
540,4.230218887329102,9987509.432510706,42249351.03878435,0.00042406009715554845,seed1
550,4.33527135848999,9986943.400550045,43296109.68326524,0.00042139438014028477,seed1
560,4.194339752197266,9986370.567757709,41886231.052518934,0.00041869254250226747,seed1
570,4.152876377105713,9985804.173103087,41469810.25688346,0.0004159552508795054,seed1
580,4.180295467376709,9985256.468964426,41741322.35780595,0.0004131831806577476,seed1
590,4.264153957366943,9984761.523792116,42576560.36504334,0.0004103770158038418,seed1
600,4.007461071014404,9984141.776050635,40011059.49501153,0.00040753744869697614,seed1
610,4.303995609283447,9983560.573842084,42969200.87483166,0.00040466517995784487,seed1
620,4.151193618774414,9983053.45726638,41441587.80768804,0.0004017609182757808,seed1
630,4.017906188964844,9982493.074571783,40108720.705620654,0.0003988253802338965,seed1
640,4.384096622467041,9981941.620280555,43761796.54313516,0.0003958592901322785,seed1
650,3.831310272216797,9981416.042638158,38241901.81542911,0.0003928633798092766,seed1
660,4.039261341094971,9980902.510689272,40315473.66066491,0.00038983838846093447,seed1
670,3.865419387817383,9980425.914725717,38578531.82945582,0.0003867850624586033,seed1
680,3.86904239654541,9979965.994432746,38612911.54854177,0.0003837041551647862,seed1
690,3.9890334606170654,9979433.057679616,39808292.38507206,0.0003805964267472574,seed1
700,3.960388422012329,9978857.205415161,39520150.54124051,0.00037746264399150206,seed1
710,4.139032363891602,9978213.402480064,41300148.20668192,0.0003743035801115231,seed1
720,4.027519702911377,9977665.289741328,40185243.54348815,0.00037112001455906306,seed1
730,4.008732318878174,9977225.290730555,39996025.47568026,0.0003679127328312853,seed1
740,4.056765556335449,9976791.523494096,40473504.21525032,0.0003646825262769644,seed1
750,4.077334403991699,9976288.996432547,40676666.34931824,0.0003614301919012331,seed1
760,4.0031938552856445,9975799.756592914,39935060.28715278,0.00035815653216893294,seed1
770,4.147672176361084,9975285.791090555,41374215.32695636,0.00035486235480661796,seed1
780,3.796201229095459,9974761.145803437,37866200.521632634,0.0003515484726032605,seed1
790,4.011521816253662,9974214.069179283,40011777.33849691,0.00034821570320970756,seed1
800,3.9298717975616455,9973668.96096752,39195240.36792222,0.0003448648689369378,seed1
810,3.880249500274658,9973193.932543095,38698480.7728926,0.00034149679655316826,seed1
820,3.770643472671509,9972738.658393227,37603641.92692924,0.00033811231707986215,seed1
