step,loss_V,weight_norm_sq_C,K_est,lr,cond
1400,3.4873483180999756,9936889.157129347,34653393.689260915,0.0001430344114832412,baseline
1410,3.389047622680664,9936660.502195623,33675815.65235093,0.00014018824773956846,baseline
1420,3.5511724948883057,9936391.28600871,35285839.43332197,0.00013737534677853437,baseline
1430,3.5970420837402344,9936164.296496456,35740801.12545493,0.0001345964026413608,baseline
1440,3.7444283962249756,9935916.439296383,37204327.65781993,0.00013185210099093148,baseline
1450,3.640470266342163,9935686.18462339,36170570.13082807,0.00012914311894261446,baseline
1460,3.6818861961364746,9935438.713923512,36581154.653354906,0.0001264701248971951,baseline
1470,3.419227361679077,9935245.705812154,33970863.962317474,0.00012383377837595712,baseline
1480,3.4569828510284424,9935026.7219458,34345217.00227595,0.00012123472985795604,baseline
1490,3.4149515628814697,9934785.812217647,33926812.3363253,0.00011867362061952349,baseline
1500,3.7541821002960205,9934538.987843469,37296068.442854896,0.00011615108257604131,baseline
1510,3.492006301879883,9934301.850296492,34690644.66601233,0.00011366773812602597,baseline
1520,3.438570976257324,9934064.196582716,34158984.82264636,0.00011122419999756166,baseline
1530,3.713850975036621,9933837.93475078,36892793.69982996,0.00010882107109711797,baseline
1540,3.3763859272003174,9933634.759335874,33539784.607369557,0.00010645894436079245,baseline
1550,3.661151647567749,9933413.716737852,36367733.99500686,0.00010413840260801203,baseline
1560,3.5677878856658936,9933233.638856849,35439670.64220241,0.00010186001839773099,baseline
1570,3.6186184883117676,9933020.721947243,35943812.4292222,9.962435388716117e-05,baseline
1580,3.9619665145874023,9932813.15974714,39353473.13457126,9.743196069306763e-05,baseline
1590,3.6802258491516113,9932663.587383905,36554445.285217226,9.528337975566539e-05,baseline
1600,3.170562982559204,9932495.606348075,31491602.893919144,9.3179141205151e-05,baseline
1610,3.752690076828003,9932311.308918612,37272886.088945426,9.111976423090036e-05,baseline
1620,3.505577802658081,9932153.901381217,34817938.24926586,8.910575695336661e-05,baseline
1630,3.585261106491089,9931995.854412856,35608798.44665714,8.71376162987094e-05,baseline
1640,3.6355373859405518,9931837.993629575,36107568.33694512,8.521582787618525e-05,baseline
1650,3.685746192932129,9931713.502191707,36605775.229995705,8.334086585833117e-05,baseline
1660,3.5022058486938477,9931600.981441602,34782511.04409834,8.151319286396939e-05,baseline
1670,3.5166637897491455,9931492.355407234,34925719.544431075,7.973325984406311e-05,baseline
1680,3.7566721439361572,9931326.9117424,37308739.16166618,7.800150597045145e-05,baseline
1690,3.554257392883301,9931145.003832227,35297845.54966675,7.631835852748981e-05,baseline
1700,3.391857862472534,9930977.809532957,33684465.16530462,7.468423280662423e-05,baseline
1710,3.3741567134857178,9930832.488489566,33508185.111539148,7.30995320039245e-05,baseline
1720,3.575735092163086,9930708.342004677,35509582.30854282,7.156464712060123e-05,baseline
1730,3.380924701690674,9930577.052893085,33574533.260168806,7.007995686653245e-05,baseline
1740,3.837160348892212,9930469.769368274,38104804.84489273,6.864582756682242e-05,baseline
1750,3.695341110229492,9930377.266218463,36696131.351945445,6.726261307141649e-05,baseline
1760,3.618122100830078,9930276.307056874,35928952.173911765,6.593065466779398e-05,baseline
1770,3.8249576091766357,9930168.675024893,37982474.23394394,6.465028099676039e-05,baseline
1780,3.3867218494415283,9930068.440195693,33630379.75286051,6.342180797136043e-05,baseline
1790,3.5233776569366455,9929982.905810175,34987079.9040944,6.224553869893115e-05,baseline
1800,3.4784252643585205,9929893.51486577,34540392.47449892,6.112176340631455e-05,baseline
1810,3.629936933517456,9929765.575755794,36044422.804606184,6.005075936824865e-05,baseline
1820,3.843367576599121,9929636.492563931,38163242.94293563,5.903279083895412e-05,baseline
1830,3.439135789871216,9929519.923059586,34148967.3436335,5.8068108986933357e-05,baseline
1840,3.303373098373413,9929410.417467523,32800547.255770937,5.7156951832998514e-05,baseline
1850,3.712212085723877,9929269.344104849,36859553.661593616,5.629954419154343e-05,baseline
1860,3.624927520751953,9929158.871684212,35992481.25188651,5.549609761507383e-05,baseline
1870,3.297337770462036,9929052.706778582,32739440.514969334,5.4746810342010365e-05,baseline
1880,3.772188901901245,9928936.434825176,37453823.827130444,5.4051867247775785e-05,baseline
1890,3.5491554737091064,9928831.147395097,35238965.414310776,5.341143979917992e-05,baseline
1900,3.6595847606658936,9928743.505437873,36335078.425060906,5.2825686012112815e-05,baseline
1910,3.6531810760498047,9928655.322406953,36271175.734438255,5.2294750412556615e-05,baseline
1920,3.18103289604187,9928546.89314162,31583034.2769778,5.181876400092592e-05,baseline
1930,3.36706805229187,9928446.278740745,33429754.274044067,5.139784421974547e-05,baseline
1940,3.7202341556549072,9928345.85360777,36935771.3537464,5.1032094924672915e-05,baseline
1950,3.065223455429077,9928246.705232887,30432294.6721663,5.072160635887402e-05,baseline
1960,3.475417137145996,9928147.806600258,34504455.02717697,5.0466455130756414e-05,baseline
1970,3.914278745651245,9928058.270542478,38861187.47397148,5.026670419506776e-05,baseline
1980,3.305115222930908,9927969.41088178,32813082.83269777,5.0122402837362465e-05,baseline
1990,3.4928014278411865,9927885.009052414,34676130.93506139,5.003358666184135e-05,baseline
2000,3.7540109157562256,9927802.826710356,37269080.18094619,5.0000277582566717e-05,baseline
