step,V_train,C,K_est,acc_train,acc_test,sigma_mean,crisis
16100,0.0005286900559440255,19461.873046875,10.289298749927866,1.0,0.0005313496221788228,0.0,0.0
16200,0.0004653572686947882,19461.833984375,9.056705906760158,1.0,0.0005313496221788228,0.0,0.0
16300,0.00041481980588287115,19461.6015625,8.073057782326032,1.0,0.0005313496221788228,0.0,0.0
16400,0.0003732461773324758,19461.21875,7.263825504668603,1.0,0.0005313496221788228,0.0,0.0
16500,0.0003383452713023871,19460.70703125,6.584438200224554,1.0,0.0005313496221788228,0.0,0.0
16600,0.00030860226252116263,19460.08984375,6.005427754646348,1.0,0.0005313496221788228,0.0,0.0
16700,0.0002829587319865823,19459.392578125,5.50620504913536,1.0,0.0005313496221788228,0.0,0.0
16800,0.00026065390557050705,19458.626953125,5.071967112371567,1.0,0.0005313496221788228,0.0,0.0
16900,0.00024106077034957707,19457.810546875,4.690514799745813,1.0,0.0005313496221788228,0.0,0.0
17000,0.00022365778568200767,19456.951171875,4.351698615224507,1.0,0.0005313496221788228,0.0,0.0
17100,0.00020807920373044908,19456.05078125,4.048399554301682,1.0,0.0005313496221788228,0.0,0.0
17200,0.00019407409126870334,19455.11328125,3.775733430588275,1.0,0.0005313496221788228,0.0,0.0
17300,0.0001814154675230384,19454.158203125,3.5292852056870743,1.0,0.0005313496221788228,0.0,0.0
17400,0.00016991521988529712,19453.177734375,3.305390972204094,1.0,0.0005313496221788228,0.0,0.0
17500,0.00015943021571729332,19452.185546875,3.1012661379110966,1.0,0.0005313496221788228,0.0,0.0
17600,0.0001498398487456143,19451.17578125,2.914561236986856,1.0,0.0005313496221788228,0.0,0.0
17700,0.00014102917339187115,19450.169921875,2.7430413864134664,1.0,0.0005313496221788228,0.0,0.0
17800,0.0001329170336248353,19449.162109375,2.5851249340666698,1.0,0.0005313496221788228,0.0,0.0
17900,0.0001254125963896513,19448.150390625,2.4390430354646924,1.0,0.0005313496221788228,0.0,0.0
18000,0.0001184491629828699,19447.140625,2.3034975294414153,1.0,0.0005313496221788228,0.0,0.0
18100,0.00011198233551112935,19446.1328125,2.1776233690033564,1.0,0.0005313496221788228,0.0,0.0
18200,0.00010595835919957608,19445.12890625,2.0603739533304974,1.0,0.0005313496221788228,0.0,0.0
18300,0.00010034482693299651,19444.1328125,1.9511181419325112,1.0,0.0005313496221788228,0.0,0.0
18400,9.510346717434004e-05,19443.15234375,1.8491112006895207,1.0,0.0005313496221788228,0.0,0.0
18500,9.019362914841622e-05,19442.177734375,1.7535605684118138,1.0,0.0005313496221788228,0.0,0.0
18600,8.559531852370128e-05,19441.22265625,1.6640776457519166,1.0,0.0005313496221788228,0.0,0.0
18700,8.127975888783112e-05,19440.279296875,1.5801012139620951,1.0,0.0005313496221788228,0.0,0.0
18800,7.722283044131473e-05,19439.359375,1.5011623529034068,1.0,0.0005313496221788228,0.0,0.0
18900,7.339553849305958e-05,19438.451171875,1.4266955912308106,1.0,0.0005313496221788228,0.0,0.0
19000,6.978766032261774e-05,19437.55859375,1.3565017366416043,1.0,0.0005313496221788228,0.0,0.0
19100,6.638989725615829e-05,19436.693359375,1.2904000751283604,1.0,0.0005313496221788228,0.0,0.0
19200,6.317340739769861e-05,19435.845703125,1.2278285987223256,1.0,0.0005313496221788228,0.0,0.0
19300,6.013346865074709e-05,19435.021484375,1.1686952551572602,1.0,0.0005313496221788228,0.0,0.0
19400,5.7264209317509085e-05,19434.21875,1.1128851704222598,1.0,0.0003542330814525485,0.0,0.0
19500,5.454728670883924e-05,19433.4375,1.060041287050808,1.0,0.0003542330814525485,0.0,0.0
19600,5.1967796025564894e-05,19432.677734375,1.0098734327305365,1.0,0.0003542330814525485,0.0,0.0
19700,4.951972368871793e-05,19431.943359375,0.9622644658910673,1.0,0.0003542330814525485,0.0,0.0
19800,4.720403376268223e-05,19431.234375,0.9172326434880915,1.0,0.0003542330814525485,0.0,0.0
19900,4.5010834583081305e-05,19430.552734375,0.8745853949847913,1.0,0.0003542330814525485,0.0,0.0
20000,4.292653829907067e-05,19429.8984375,0.8340582794243971,1.0,0.0003542330814525485,0.0,0.0
