step,V_train,C,K_est,acc_train,acc_test,sigma_mean,crisis
5200,0.9096859693527222,6.588536739349365,5.993499430351051,0.9231321811676025,0.004786979407072067,0.0,0.0
5300,0.5827221274375916,7.717067718505859,4.496906118507695,0.9418103694915771,0.003350885584950447,0.0,0.0
5400,0.48394131660461426,8.869393348693848,4.292265894651109,0.9389367699623108,0.0028721876442432404,0.0,0.0
5500,0.3127096891403198,4.626367568969727,1.4467099643413803,0.9367815852165222,0.0023934897035360336,-0.46152421832084656,1.0
5600,0.34991297125816345,5.189855098724365,1.8159976179939719,0.9317528605461121,0.0028721876442432404,-0.46019089221954346,1.0
5700,0.3453177213668823,5.722896099090576,1.9762174405573774,0.9367815852165222,0.0023934897035360336,-0.46123945713043213,1.0
5800,0.3260658383369446,6.196859836578369,2.0205842976704673,0.9346264600753784,0.003350885584950447,-0.4627816081047058,1.0
5900,0.31274840235710144,13.70254135131836,4.285447915856935,0.9331896305084229,0.0023934897035360336,0.0,0.0
6000,0.32626137137413025,14.461604118347168,4.718262791921717,0.9367815852165222,0.004786979407072067,0.0,0.0
6100,0.28835052251815796,15.184231758117676,4.37838116149004,0.9360632300376892,0.0028721876442432404,0.0,0.0
6200,0.31889182329177856,15.845952033996582,5.053144535915237,0.9360632300376892,0.003829583525657654,0.0,0.0
6300,0.29425883293151855,16.465503692626953,4.845119900222016,0.9353448152542114,0.003350885584950447,0.0,0.0
6400,0.2574014663696289,17.07187271118164,4.3943250695338065,0.9461206793785095,0.004786979407072067,0.0,0.0
6500,0.3005066215991974,17.656217575073242,5.305810293705633,0.9432471394538879,0.005265677347779274,0.0,0.0
6600,0.2518739700317383,18.24898338317871,4.5964438937644445,0.9418103694915771,0.003829583525657654,0.0,0.0
6700,0.26126882433891296,18.755311965942383,4.900178307451313,0.9418103694915771,0.003829583525657654,0.0,0.0
6800,0.2575264573097229,19.270097732543945,4.962560001074166,0.9432471394538879,0.003350885584950447,0.0,0.0
6900,0.19847655296325684,19.77310562133789,3.9244978451015413,0.9461206793785095,0.0028721876442432404,0.0,0.0
7000,0.25035691261291504,20.370594024658203,5.099919028104523,0.9375,0.0023934897035360336,0.0,0.0
7100,0.19971613585948944,20.80093765258789,4.1542828902290125,0.9425287246704102,0.0028721876442432404,0.0,0.0
7200,0.2133771926164627,21.315202713012695,4.548178114953458,0.9418103694915771,0.0028721876442432404,0.0,0.0
7300,0.2009482979774475,21.780847549438477,4.37682424356592,0.9389367699623108,0.003829583525657654,0.0,0.0
7400,0.23332810401916504,22.282962799072266,5.1992414618371185,0.9382184147834778,0.0028721876442432404,0.0,0.0
7500,0.1584789901971817,22.624122619628906,3.5854481068560062,0.9432471394538879,0.004786979407072067,0.0,0.0
7600,0.23923233151435852,23.109256744384766,5.528481370523082,0.9389367699623108,0.003350885584950447,0.0,0.0
7700,0.19061577320098877,23.419742584228516,4.464172340860841,0.9418103694915771,0.004786979407072067,0.0,0.0
7800,0.18630273640155792,23.748517990112305,4.424413887039549,0.9317528605461121,0.004786979407072067,0.0,0.0
7900,0.3332643210887909,24.081905364990234,8.025639841987982,0.9331896305084229,0.003829583525657654,0.0,0.0
8000,0.27690038084983826,24.586284637451172,6.807951579792757,0.943965494632721,0.003829583525657654,0.0,0.0
8100,0.1707967072725296,24.743518829345703,4.226111542388082,0.9425287246704102,0.003350885584950447,0.0,0.0
8200,0.16029614210128784,25.02381706237793,4.011221335747564,0.9482758641242981,0.003829583525657654,0.0,0.0
8300,0.23694150149822235,25.384878158569336,6.014731146240848,0.9446839094161987,0.005265677347779274,0.0,0.0
8400,0.1789657324552536,25.637781143188477,4.588284280818215,0.9425287246704102,0.004786979407072067,0.0,0.0
8500,0.13990041613578796,26.02924346923828,3.6415019930461767,0.9461206793785095,0.004786979407072067,0.0,0.0
8600,0.15521109104156494,26.279176712036133,4.0788196891492134,0.9432471394538879,0.005265677347779274,0.0,0.0
8700,0.2088269591331482,26.634593963623047,5.562021265169506,0.9432471394538879,0.005265677347779274,0.0,0.0
8800,0.16083382070064545,26.814104080200195,4.312614807883364,0.9468390941619873,0.005265677347779274,0.0,0.0
8900,0.19089104235172272,27.151866912841797,5.183048176787622,0.9446839094161987,0.0043082814663648605,0.0,0.0
9000,0.16858091950416565,27.529739379882812,4.640988778370684,0.9475574493408203,0.003350885584950447,0.0,0.0
9100,0.18435393273830414,27.815000534057617,5.127804737571552,0.9432471394538879,0.005265677347779274,0.0,0.0
9200,0.21487319469451904,28.002504348754883,6.016987568864124,0.9403735399246216,0.005744375288486481,0.0,0.0
9300,0.19851386547088623,28.1801700592041,5.594154488079539,0.9446839094161987,0.005744375288486481,0.0,0.0
9400,0.18074442446231842,28.473527908325195,5.146431414201999,0.9461206793785095,0.0043082814663648605,0.0,0.0
9500,0.2118021696805954,28.831457138061523,6.10656517689452,0.9432471394538879,0.004786979407072067,0.0,0.0
9600,0.1866217404603958,29.030834197998047,5.4177848050475745,0.9410919547080994,0.0028721876442432404,0.0,0.0
9700,0.19030384719371796,29.354440689086914,5.586262995353053,0.9461206793785095,0.0023934897035360336,0.0,0.0
9800,0.14126670360565186,29.400554656982422,4.153319440569703,0.9497126340866089,0.003829583525657654,0.0,0.0
9900,0.2224583476781845,29.77527618408203,6.6237587415724875,0.9497126340866089,0.003350885584950447,0.0,0.0
10000,0.25440841913223267,16.92573356628418,4.306049119251725,0.9468390941619873,0.001914791762828827,-0.4842407703399658,1.0
10100,0.17477138340473175,30.151737213134766,5.269660824795494,0.9396551847457886,0.0028721876442432404,0.0,0.0
10200,0.16858820617198944,30.469135284423828,5.1367368612126825,0.9497126340866089,0.003350885584950447,0.0,0.0
10300,0.184019073843956,17.467880249023438,3.2144231454424244,0.9504310488700867,0.003350885584950447,-0.48379647731781006,1.0
10400,0.14520546793937683,30.895849227905273,4.48624624452242,0.9525861740112305,0.0028721876442432404,0.0,0.0
10500,0.20135720074176788,31.115873336791992,6.265405153731848,0.9489942789077759,0.0043082814663648605,0.0,0.0
10600,0.1855734884738922,31.337779998779297,5.81546115540084,0.9525861740112305,0.003829583525657654,0.0,0.0
10700,0.12230739742517471,31.559215545654297,3.859925518169092,0.9533045887947083,0.0043082814663648605,0.0,0.0
10800,0.20700658857822418,31.891849517822266,6.601822972134471,0.9461206793785095,0.003350885584950447,0.0,0.0
10900,0.13719411194324493,32.2137565612793,4.419537723780593,0.9504310488700867,0.003829583525657654,0.0,0.0
11000,0.13908828794956207,32.36562728881836,4.501679688015372,0.9504310488700867,0.0028721876442432404,0.0,0.0
11100,0.15588068962097168,32.646942138671875,5.089027854592132,0.954741358757019,0.0043082814663648605,0.0,0.0
11200,0.16433411836624146,32.93864059448242,5.41294246227676,0.9518678188323975,0.003829583525657654,0.0,0.0
11300,0.18049776554107666,33.166263580322266,5.986436467594558,0.9561781287193298,0.0023934897035360336,0.0,0.0
11400,0.19394491612911224,33.43353271484375,6.4842636982803015,0.9525861740112305,0.0028721876442432404,0.0,0.0
11500,0.17385318875312805,33.59831619262695,5.841174406824052,0.9504310488700867,0.003350885584950447,0.0,0.0
11600,0.13706326484680176,33.83634567260742,4.637720008372526,0.9525861740112305,0.0028721876442432404,0.0,0.0
11700,0.13935846090316772,34.06208419799805,4.746839628987118,0.9554597735404968,0.0023934897035360336,0.0,0.0
11800,0.15826007723808289,34.2635612487793,5.422553849683595,0.9554597735404968,0.0023934897035360336,0.0,0.0
11900,0.17669406533241272,34.46424102783203,6.089626855803772,0.9583333134651184,0.001914791762828827,0.0,0.0
12000,0.1424989104270935,34.6456184387207,4.936962878590521,0.954023003578186,0.001914791762828827,0.0,0.0
12100,0.15318843722343445,34.89727020263672,5.3458582857058445,0.9576149582862854,0.0023934897035360336,0.0,0.0
12200,0.14461541175842285,35.195255279541016,5.08977633419363,0.954023003578186,0.0023934897035360336,0.0,0.0
12300,0.12098128348588943,35.284950256347656,4.268818569748703,0.9576149582862854,0.0028721876442432404,0.0,0.0
12400,0.22636626660823822,21.0030517578125,4.754382413795611,0.9590517282485962,0.0028721876442432404,-0.4879731237888336,1.0
12500,0.18226799368858337,35.639564514160156,6.495951919930803,0.9533045887947083,0.0023934897035360336,0.0,0.0
12600,0.16937704384326935,35.92216491699219,6.084390102090538,0.9583333134651184,0.0023934897035360336,0.0,0.0
12700,0.14054429531097412,36.10552978515625,5.074426240484172,0.954023003578186,0.003350885584950447,0.0,0.0
12800,0.19010800123214722,36.39495086669922,6.9189713642103925,0.9554597735404968,0.0028721876442432404,0.0,0.0
12900,0.13429871201515198,36.516632080078125,4.904136655485672,0.9568965435028076,0.0028721876442432404,0.0,0.0
13000,0.1581561118364334,36.688697814941406,5.802541794752983,0.9583333134651184,0.003350885584950447,0.0,0.0
13100,0.12633052468299866,36.861167907714844,4.656690682209728,0.960488498210907,0.0043082814663648605,0.0,0.0
13200,0.188170924782753,37.163028717041016,6.993001481413614,0.9590517282485962,0.003829583525657654,0.0,0.0
13300,0.125258669257164,37.30058670043945,4.672221852608516,0.9568965435028076,0.0043082814663648605,0.0,0.0
13400,0.13530290126800537,37.60252380371094,5.087730565641323,0.9612069129943848,0.004786979407072067,0.0,0.0
13500,0.1663309931755066,37.858131408691406,6.296980596976482,0.9640804529190063,0.003829583525657654,0.0,0.0
13600,0.15288925170898438,37.99686050415039,5.809311569770216,0.9640804529190063,0.0043082814663648605,0.0,0.0
13700,0.19091230630874634,38.29873275756836,7.311699399449708,0.9583333134651184,0.003829583525657654,0.0,0.0
13800,0.15477290749549866,38.504119873046875,5.9593945833066755,0.9655172228813171,0.0043082814663648605,0.0,0.0
13900,0.17700864374637604,23.52993392944336,4.165001692292606,0.9633620381355286,0.004786979407072067,-0.48797956109046936,1.0
14000,0.11578099429607391,38.91476058959961,4.505589673857514,0.9633620381355286,0.004786979407072067,0.0,0.0
14100,0.13189958035945892,39.212852478027344,5.172158786549176,0.9619252681732178,0.0043082814663648605,0.0,0.0
14200,0.12672825157642365,39.41037368774414,4.994407751421306,0.9619252681732178,0.0028721876442432404,0.0,0.0
14300,0.13081254065036774,39.5190315246582,5.169584917782515,0.9640804529190063,0.0043082814663648605,0.0,0.0
14400,0.15203991532325745,39.850223541259766,6.058824612826015,0.9655172228813171,0.0028721876442432404,0.0,0.0
14500,0.144887775182724,40.02244567871094,5.798763111759854,0.9626436829566956,0.003350885584950447,0.0,0.0
14600,0.0961281806230545,40.190608978271484,3.8634501192138373,0.9626436829566956,0.003829583525657654,0.0,0.0
14700,0.1286836862564087,40.376461029052734,5.1957918432067345,0.9597700834274292,0.0043082814663648605,0.0,0.0
14800,0.11355963349342346,40.576454162597656,4.607847263167287,0.9640804529190063,0.003829583525657654,0.0,0.0
14900,0.15144510567188263,40.898292541503906,6.193846235747628,0.9561781287193298,0.0043082814663648605,0.0,0.0
15000,0.1066092774271965,41.01604461669922,4.372690879507957,0.9619252681732178,0.003829583525657654,0.0,0.0
15100,0.14629122614860535,41.24570083618164,6.033884148683569,0.9525861740112305,0.003829583525657654,0.0,0.0
15200,0.1342100203037262,41.55558776855469,5.577176278151001,0.9633620381355286,0.003350885584950447,0.0,0.0
15300,0.13870778679847717,41.73550033569336,5.789038882491127,0.9633620381355286,0.003350885584950447,0.0,0.0
15400,0.13254964351654053,41.89027786254883,5.5525413974896765,0.9626436829566956,0.0023934897035360336,0.0,0.0
15500,0.1149187982082367,42.082977294921875,4.8361251757569335,0.9633620381355286,0.003350885584950447,0.0,0.0
15600,0.16715629398822784,42.253143310546875,7.062878845144496,0.9554597735404968,0.003350885584950447,0.0,0.0
15700,0.11293620616197586,42.50510025024414,4.800364764797024,0.9640804529190063,0.003829583525657654,0.0,0.0
15800,0.11627118289470673,42.63420867919922,4.957129874910265,0.9691091775894165,0.0028721876442432404,0.0,0.0
15900,0.15035158395767212,42.891845703125,6.448856940332917,0.9676724076271057,0.0028721876442432404,0.0,0.0
16000,0.12577341496944427,43.17803192138672,5.430648526412483,0.9655172228813171,0.003829583525657654,0.0,0.0
16100,0.1095408946275711,43.26847457885742,4.73966741453836,0.9683908224105835,0.0028721876442432404,0.0,0.0
16200,0.1380293369293213,43.564544677734375,6.013185215495469,0.9640804529190063,0.0023934897035360336,0.0,0.0
16300,0.1021072044968605,43.77260971069336,4.469498811091029,0.9669539928436279,0.0028721876442432404,0.0,0.0
16400,0.13294446468353271,43.98662567138672,5.847778403117445,0.9691091775894165,0.0023934897035360336,0.0,0.0
16500,0.06722254306077957,44.2302131652832,2.9732674090907096,0.9705459475517273,0.0028721876442432404,0.0,0.0
16600,0.13803033530712128,44.33207702636719,6.119171456810591,0.9698275923728943,0.0028721876442432404,0.0,0.0
16700,0.12038708478212357,44.630279541015625,5.372909246954123,0.9705459475517273,0.0043082814663648605,0.0,0.0
16800,0.15301676094532013,44.8275260925293,6.859362843870656,0.9647988677024841,0.004786979407072067,0.0,0.0
16900,0.10475122183561325,44.974666595458984,4.711151277523669,0.9727011322975159,0.003829583525657654,0.0,0.0
17000,0.1601082980632782,45.2650032043457,7.247302624876625,0.9698275923728943,0.0043082814663648605,0.0,0.0
17100,0.1693088710308075,45.46080780029297,7.69691804481613,0.9676724076271057,0.0043082814663648605,0.0,0.0
17200,0.11071900278329849,45.73954391479492,5.064236690008983,0.9712643623352051,0.003350885584950447,0.0,0.0
17300,0.12730342149734497,45.96311950683594,5.851262375911574,0.9705459475517273,0.0028721876442432404,0.0,0.0
17400,0.10739586502313614,46.15388870239258,4.956736801375001,0.9691091775894165,0.0028721876442432404,0.0,0.0
17500,0.09316542744636536,46.30705642700195,4.314216705804597,0.9741379022598267,0.003829583525657654,0.0,0.0
17600,0.13592317700386047,46.77592468261719,6.357932290154622,0.9734195470809937,0.003350885584950447,0.0,0.0
17700,0.11706110835075378,46.86335372924805,5.485876128579207,0.9719827771186829,0.003350885584950447,0.0,0.0
17800,0.15717670321464539,30.336280822753906,4.768156607514129,0.9719827771186829,0.003829583525657654,-0.4896187484264374,1.0
17900,0.10281408578157425,47.33079528808594,4.866272446859398,0.9741379022598267,0.003350885584950447,0.0,0.0
18000,0.10256152600049973,47.53102111816406,4.874854058240885,0.9762930870056152,0.003829583525657654,0.0,0.0
18100,0.1000896766781807,47.73822021484375,4.778103026495501,0.977011501789093,0.0028721876442432404,0.0,0.0
18200,0.10813954472541809,48.05241394042969,5.1963661664754,0.977011501789093,0.0028721876442432404,0.0,0.0
18300,0.10702933371067047,48.25389862060547,5.164582618305644,0.9734195470809937,0.003350885584950447,0.0,0.0
18400,0.10798975080251694,48.503177642822266,5.237846066778587,0.9719827771186829,0.003350885584950447,0.0,0.0
18500,0.09091053903102875,48.764163970947266,4.433176431996287,0.9719827771186829,0.003350885584950447,0.0,0.0
18600,0.11722932755947113,48.965538024902344,5.740197096247016,0.9712643623352051,0.0028721876442432404,0.0,0.0
18700,0.10143310576677322,49.217445373535156,4.992278342144175,0.9734195470809937,0.0028721876442432404,0.0,0.0
18800,0.1271710991859436,49.456512451171875,6.289439050318833,0.9748563170433044,0.0023934897035360336,0.0,0.0
18900,0.10184799134731293,49.56206512451172,5.047796779956229,0.9705459475517273,0.0023934897035360336,0.0,0.0
19000,0.11085286736488342,49.7910041809082,5.519475582430573,0.9719827771186829,0.003829583525657654,0.0,0.0
19100,0.07915455847978592,49.92594528198242,3.9518661554812695,0.977011501789093,0.0028721876442432404,0.0,0.0
19200,0.11922474205493927,50.138702392578125,5.977773859724493,0.9734195470809937,0.003350885584950447,0.0,0.0
19300,0.09094034135341644,50.3511848449707,4.5789539373506045,0.9762930870056152,0.003350885584950447,0.0,0.0
19400,0.11576215922832489,50.58644104003906,5.855995642471271,0.9755747318267822,0.003829583525657654,0.0,0.0
19500,0.09454479068517685,50.72270202636719,4.795567246069481,0.9762930870056152,0.0028721876442432404,0.0,0.0
19600,0.1147724911570549,50.87889099121094,5.839497066369518,0.9727011322975159,0.0028721876442432404,0.0,0.0
19700,0.1146884337067604,51.06615447998047,5.856697272736426,0.9741379022598267,0.003350885584950447,0.0,0.0
19800,0.15153560042381287,51.360137939453125,7.78288934050488,0.977729856967926,0.0023934897035360336,0.0,0.0
19900,0.11198539286851883,51.484466552734375,5.765508213534076,0.9762930870056152,0.0028721876442432404,0.0,0.0
20000,0.1458405703306198,34.29864501953125,5.00213395121591,0.9762930870056152,0.003829583525657654,-0.490488201379776,1.0
20100,0.12230969220399857,51.95623779296875,6.354751452535766,0.9762930870056152,0.003350885584950447,0.0,0.0
20200,0.10518723726272583,52.13706970214844,5.484154320943162,0.9755747318267822,0.003829583525657654,0.0,0.0
20300,0.10158831626176834,52.41952133178711,5.325210911344101,0.9762930870056152,0.003350885584950447,0.0,0.0
20400,0.09328470379114151,52.6344108581543,4.909985426124166,0.977729856967926,0.0043082814663648605,0.0,0.0
20500,0.09361830353736877,52.74440002441406,4.937841251381997,0.9755747318267822,0.003829583525657654,0.0,0.0
20600,0.09101016819477081,52.88983917236328,4.81351315887116,0.9791666865348816,0.003350885584950447,0.0,0.0
20700,0.09512446075677872,53.20341110229492,5.060945791527018,0.9741379022598267,0.003829583525657654,0.0,0.0
20800,0.06344480067491531,53.4140510559082,3.388843822481846,0.9798850417137146,0.003829583525657654,0.0,0.0
20900,0.09237603843212128,53.5338134765625,4.945241611128949,0.9748563170433044,0.003350885584950447,0.0,0.0
21000,0.08475948125123978,53.71921157836914,4.553212506608162,0.9755747318267822,0.0028721876442432404,0.0,0.0
21100,0.12443233281373978,54.00598907470703,6.72009120647914,0.9741379022598267,0.003829583525657654,0.0,0.0
21200,0.11179614067077637,54.27631759643555,6.067882837102843,0.977729856967926,0.003829583525657654,0.0,0.0
21300,0.09971186518669128,54.53805923461914,5.438091609946127,0.9755747318267822,0.003350885584950447,0.0,0.0
21400,0.11275278031826019,54.767391204833984,6.175175629122862,0.9762930870056152,0.0043082814663648605,0.0,0.0
21500,0.07736042141914368,54.90129470825195,4.247187295086974,0.977011501789093,0.003829583525657654,0.0,0.0
21600,0.08125609159469604,55.14597702026367,4.480946559837548,0.9748563170433044,0.0043082814663648605,0.0,0.0
21700,0.07824991643428802,55.30393600463867,4.327528370850189,0.9755747318267822,0.0043082814663648605,0.0,0.0
21800,0.09418599307537079,55.51954650878906,5.229163623024533,0.977011501789093,0.0043082814663648605,0.0,0.0
21900,0.10222332924604416,55.69508743286133,5.6933372600366,0.9741379022598267,0.0043082814663648605,0.0,0.0
22000,0.1452033668756485,56.11295700073242,8.147790281854839,0.9712643623352051,0.003829583525657654,0.0,0.0
22100,0.0898834690451622,56.29894256591797,5.060344261399052,0.977729856967926,0.003350885584950447,0.0,0.0
22200,0.11165107786655426,56.51659393310547,6.310138629977587,0.977011501789093,0.0043082814663648605,0.0,0.0
22300,0.07445728778839111,56.744693756103516,4.22505599346232,0.977729856967926,0.0043082814663648605,0.0,0.0
22400,0.09313199669122696,56.97124099731445,5.305845428056983,0.9784482717514038,0.005265677347779274,0.0,0.0
22500,0.09445440024137497,57.09929656982422,5.393279811707146,0.9806034564971924,0.004786979407072067,0.0,0.0
22600,0.106232650578022,57.36003494262695,6.0935085492032215,0.9748563170433044,0.004786979407072067,0.0,0.0
22700,0.09508723020553589,57.524253845214844,5.469821967781627,0.9791666865348816,0.005744375288486481,0.0,0.0
22800,0.12396053969860077,57.67597579956055,7.149545087756962,0.9784482717514038,0.004786979407072067,0.0,0.0
22900,0.09350357204675674,57.88168716430664,5.412144505955581,0.9791666865348816,0.004786979407072067,0.0,0.0
23000,0.11076001077890396,58.085750579833984,6.433578360323139,0.9762930870056152,0.003829583525657654,0.0,0.0
23100,0.08225605636835098,58.28480911254883,4.794278543780393,0.9784482717514038,0.0043082814663648605,0.0,0.0
23200,0.09324412792921066,58.56460189819336,5.460805231518435,0.9798850417137146,0.0043082814663648605,0.0,0.0
