step,V_train,C,K_est,acc_train,acc_test,sigma_mean,crisis
4500,1.7603755622985773e-05,6366.919921875,0.11208170237580717,1.0,0.0,0.0,0.0
4600,1.6461184713989496e-05,6374.23291015625,0.10492742534407284,1.0,0.0,0.0,0.0
4700,1.5403389625134878e-05,6381.4658203125,0.0982962044097544,1.0,0.0,0.0,0.0
4800,1.4413678400160279e-05,6388.62109375,0.09208352986579271,1.0,0.0,0.0,0.0
4900,1.3502751244232059e-05,6395.70166015625,0.08635956854941185,1.0,0.0,0.0,0.0
5000,1.2653484191105235e-05,6402.7138671875,0.0810166386986273,1.0,0.0,0.0,0.0
5100,1.1860392987728119e-05,6409.658203125,0.07602106520607776,1.0,0.0,0.0,0.0
5200,1.1125448509119451e-05,6416.53955078125,0.07138688037894525,1.0,0.0,0.0,0.0
5300,1.0440003279654775e-05,6423.3603515625,0.06705990313671695,1.0,0.0,0.0,0.0
5400,9.800544830795843e-06,6430.12353515625,0.06301871397385428,1.0,0.0,0.0,0.0
5500,9.203990884998348e-06,6436.82958984375,0.05924452087320953,1.0,0.0,0.0,0.0
5600,8.647600225231145e-06,6443.48388671875,0.05572067271006231,1.0,0.0,0.0,0.0
5700,8.125550266413484e-06,6450.08837890625,0.052410517345612195,1.0,0.0,0.0,0.0
5800,7.639469004061539e-06,6456.6396484375,0.04932529846463307,1.0,0.0,0.0,0.0
5900,7.186185484897578e-06,6463.1435546875,0.04644534839950465,1.0,0.0,0.0,0.0
6000,6.753883553756168e-06,6469.59765625,0.043694909209966326,1.0,0.0,0.0,0.0
6100,6.357036454573972e-06,6476.01220703125,0.0411682456803637,1.0,0.0,0.0,0.0
6200,5.982111815683311e-06,6482.38623046875,0.03877835926310991,1.0,0.0,0.0,0.0
6300,5.632707143377047e-06,6488.71484375,0.036549030451727305,1.0,0.0,0.0,0.0
6400,5.305654212861555e-06,6495.0107421875,0.03446028110686816,1.0,0.0,0.0,0.0
6500,4.9949585445574485e-06,6501.27197265625,0.032473583990311194,1.0,0.0,0.0,0.0
6600,4.70584336653701e-06,6507.49951171875,0.030623273409964513,1.0,0.0,0.0,0.0
6700,4.436853032530053e-06,6513.6884765625,0.028900278470192386,1.0,0.0,0.0,0.0
6800,4.1776252146519255e-06,6519.84765625,0.02723747996443926,1.0,0.0,0.0,0.0
6900,3.936723715014523e-06,6525.97119140625,0.025690945552710565,1.0,0.0,0.0,0.0
7000,3.714834974744008e-06,6532.0654296875,0.02426554511551937,1.0,0.0,0.0,0.0
7100,3.500567345326999e-06,6538.13232421875,0.022887172513587073,1.0,0.0,0.0,0.0
7200,3.3017145142366644e-06,6544.17333984375,0.021606992099842737,1.0,0.0,0.0,0.0
7300,3.1146798846748425e-06,6550.185546875,0.020401731163739445,1.0,0.0,0.0,0.0
7400,2.935609700216446e-06,6556.16943359375,0.019246354585520375,1.0,0.0,0.0,0.0
7500,2.771697609205148e-06,6562.13427734375,0.018188251887796825,1.0,0.0,0.0,0.0
7600,2.6153213639190653e-06,6568.07666015625,0.017177631209164823,1.0,0.0,0.0,0.0
7700,2.4620280782983173e-06,6574.00390625,0.01618538220403032,1.0,0.0,0.0,0.0
7800,2.3261195565282833e-06,6579.90185546875,0.015305638386042597,1.0,0.0,0.0,0.0
7900,2.1961202492093435e-06,6585.78759765625,0.014463181500204647,1.0,0.0,0.0,0.0
8000,2.0698032585642068e-06,6591.65576171875,0.013643430574938997,1.0,0.0,0.0,0.0
8100,1.9543624603102216e-06,6597.50146484375,0.012893909194732323,1.0,0.0,0.0,0.0
8200,1.845001861511264e-06,6603.3349609375,0.012183165295112097,1.0,0.0,0.0,0.0
8300,1.7398373302057735e-06,6609.15869140625,0.011498861012562533,1.0,0.0,0.0,0.0
8400,1.641866788304469e-06,6614.94873046875,0.010860864626893452,1.0,0.0,0.0,0.0
8500,1.5517747442572727e-06,6620.73193359375,0.0102738846030484,1.0,0.0,0.0,0.0
8600,1.4639095979873673e-06,6626.48291015625,0.009700571933076996,1.0,0.0,0.0,0.0
8700,1.3798122608932317e-06,6632.20849609375,0.009151202599710417,1.0,0.0,0.0,0.0
8800,1.3032513379584998e-06,6637.900390625,0.00865085256531728,1.0,0.0,0.0,0.0
8900,1.2333701988609391e-06,6643.57373046875,0.008193985853095553,1.0,0.0,0.0,0.0
9000,1.1634032262008986e-06,6649.2431640625,0.007735750948864584,1.0,0.0,0.0,0.0
9100,1.097803988159285e-06,6654.8994140625,0.007305775117556701,1.0,0.0,0.0,0.0
9200,1.0371717280577286e-06,6660.541015625,0.00690812483497516,1.0,0.0,0.0,0.0
9300,9.781666676644818e-07,6666.15673828125,0.006520612322813701,1.0,0.0,0.0,0.0
9400,9.245567866855708e-07,6671.77734375,0.006168437022419093,1.0,0.0,0.0,0.0
9500,8.711181180842686e-07,6677.40087890625,0.005816804887327054,1.0,0.0,0.0,0.0
9600,8.226465411098616e-07,6683.00830078125,0.005497753662846189,1.0,0.0,0.0,0.0
9700,7.730617994639033e-07,6688.607421875,0.0051707068894623065,1.0,0.0,0.0,0.0
9800,7.29985458747251e-07,6694.16064453125,0.004886639929025938,1.0,0.0,0.0,0.0
9900,6.864809165563202e-07,6699.69921875,0.004599215660339162,1.0,0.0,0.0,0.0
10000,6.470014568549232e-07,6705.193359375,0.004338269872009581,1.0,0.0,0.0,0.0
10100,6.10604956818861e-07,6710.63134765625,0.004097544764262939,1.0,0.0,0.0,0.0
10200,5.744653890360496e-07,6716.01708984375,0.0038581193702898475,1.0,0.0,0.0,0.0
10300,5.437210006675741e-07,6721.3447265625,0.003654536280558285,1.0,0.0,0.0,0.0
10400,5.143468797541573e-07,6726.634765625,0.0034598236029450558,1.0,0.0,0.0,0.0
10500,4.880557753494941e-07,6731.90087890625,0.0032855431030305304,1.0,0.0,0.0,0.0
10600,4.5696884853896336e-07,6737.099609375,0.0030786446509883936,1.0,0.0,0.0,0.0
10700,4.309346479658416e-07,6742.18359375,0.002905440513493729,1.0,0.0,0.0,0.0
10800,4.084972715645563e-07,6747.189453125,0.002756208482330713,1.0,0.0,0.0,0.0
10900,3.8528918366864673e-07,6752.14453125,0.00260152825445803,1.0,0.0,0.0,0.0
11000,3.6302307648838905e-07,6756.9912109375,0.0024529437371995366,1.0,0.0,0.0,0.0
11100,3.437543227846618e-07,6761.74462890625,0.002324378945752492,1.0,0.0,0.0,0.0
11200,3.256845388932561e-07,6766.48046875,0.002203738071395067,1.0,0.0,0.0,0.0
11300,3.066727174427797e-07,6771.15869140625,0.0020765296361298508,1.0,0.0,0.0,0.0
11400,2.9271356538629334e-07,6775.78515625,0.00198336423137746,1.0,0.0,0.0,0.0
11500,2.760996551387507e-07,6780.39990234375,0.0018720660747399281,1.0,0.0,0.0,0.0
11600,2.616266954191815e-07,6784.9306640625,0.0017751189882869445,1.0,0.0,0.0,0.0
11700,2.4552659283472167e-07,6789.40087890625,0.0016669784651869163,1.0,0.0,0.0,0.0
11800,2.3328023246449447e-07,6793.814453125,0.0015848626149456424,1.0,0.0,0.0,0.0
11900,2.2094823748375347e-07,6798.20458984375,0.0015020513221799398,1.0,0.0,0.0,0.0
12000,2.110997598947506e-07,6802.57958984375,0.0014360229180809467,1.0,0.0,0.0,0.0
12100,1.9953851904119801e-07,6806.931640625,0.0013582450587849848,1.0,0.0,0.0,0.0
12200,1.8729215867097082e-07,6811.22802734375,0.0012756896004414292,1.0,0.0,0.0,0.0
12300,1.777862479457326e-07,6815.45751953125,0.0012116946204309906,1.0,0.0,0.0,0.0
12400,1.6853725526289054e-07,6819.6845703125,0.0011493709192391538,1.0,0.0,0.0,0.0
12500,1.5774675432567165e-07,6823.8671875,0.0010764429007775744,1.0,0.0,0.0,0.0
12600,1.500392698972064e-07,6827.97607421875,0.0010244645450513748,1.0,0.0,0.0,0.0
12700,1.4224613664737262e-07,6832.07470703125,0.0009718362323614255,1.0,0.0,0.0,0.0
12800,1.3222638983734214e-07,6836.115234375,0.0009039148379534623,1.0,0.0,0.0,0.0
12900,1.2580346719914814e-07,6840.1552734375,0.0008605152495789747,1.0,0.0,0.0,0.0
13000,1.210933362472133e-07,6844.20166015625,0.0008287872129770363,1.0,0.0,0.0,0.0
13100,1.1484169704090164e-07,6848.2880859375,0.0007864690256140505,1.0,0.0,0.0,0.0
13200,1.0824750518168003e-07,6852.41796875,0.0007417571495793029,1.0,0.0,0.0,0.0
13300,1.0584961529502834e-07,6856.59814453125,0.000725768275831238,1.0,0.0,0.0,0.0
13400,1.0088256630069736e-07,6860.830078125,0.000692138145234264,1.0,0.0,0.0,0.0
13500,9.660062261218627e-08,6865.158203125,0.0006631785567530329,1.0,0.0,0.0,0.0
13600,9.17192082283691e-08,6869.59521484375,0.0006300738339548619,1.0,0.0,0.0,0.0
13700,8.769418258225414e-08,6874.1494140625,0.0006028229138144922,1.0,0.0,0.0,0.0
13800,8.426862763144527e-08,6878.85595703125,0.0005796717511734155,1.0,0.0,0.0,0.0
13900,8.358351522019802e-08,6883.78466796875,0.0005753709205677318,1.0,0.0004786979407072067,0.0,0.0
14000,7.93872132476281e-08,6888.99462890625,0.000546898085666745,1.0,0.0004786979407072067,0.0,0.0
14100,7.690368164503525e-08,6894.51953125,0.0005302139351267277,1.0,0.0004786979407072067,0.0,0.0
14200,7.827390646752974e-08,6900.43603515625,0.0005401240848009921,1.0,0.0004786979407072067,0.0,0.0
14300,7.459143347432473e-08,6906.86181640625,0.0005151927236948205,1.0,0.0004786979407072067,0.0,0.0
14400,7.707495797149022e-08,6913.8349609375,0.0005328835390360775,1.0,0.0004786979407072067,0.0,0.0
14500,7.424888082141479e-08,6921.421875,0.0005139078279116083,1.0,0.0004786979407072067,0.0,0.0
14600,7.304993232537527e-08,6929.728515625,0.0005062161990996294,1.0,0.0004786979407072067,0.0,0.0
14700,7.296429771486146e-08,6938.83837890625,0.0005062874692738223,1.0,0.0004786979407072067,0.0,0.0
14800,7.18509909347631e-08,6948.85546875,0.0004992821512921353,1.0,0.0004786979407072067,0.0,0.0
14900,7.33068503677714e-08,6959.927734375,0.0005102103809943304,1.0,0.0004786979407072067,0.0,0.0
15000,7.424888082141479e-08,6972.21728515625,0.0005176793302665746,1.0,0.0004786979407072067,0.0,0.0
15100,7.61329346232742e-08,6985.89111328125,0.0005318563914127536,1.0,0.0004786979407072067,0.0,0.0
15200,7.6218569233788e-08,7001.13818359375,0.000533616735361557,1.0,0.0004786979407072067,0.0,0.0
15300,7.784571209867863e-08,7018.19921875,0.0005463367158339838,1.0,0.0004786979407072067,0.0,0.0
15400,7.835954107804355e-08,7037.3251953125,0.0005514415727216407,1.0,0.0004786979407072067,0.0,0.0
15500,7.93872132476281e-08,7058.81494140625,0.0005603796470289614,1.0,0.0004786979407072067,0.0,0.0
15600,8.024360198533032e-08,7083.0703125,0.0005683710749903592,1.0,0.0004786979407072067,0.0,0.0
15700,7.690368164503525e-08,7110.677734375,0.0005468372967648155,1.0,0.0004786979407072067,0.0,0.0
15800,8.3754791546653e-08,7142.0693359375,0.0005981825284431877,1.0,0.0004786979407072067,0.0,0.0
15900,8.169946141833861e-08,7178.01611328125,0.0005864400505072344,1.0,0.0004786979407072067,0.0,0.0
16000,8.401170958904913e-08,7219.6962890625,0.0006065390279578545,1.0,0.0004786979407072067,0.0,0.0
16100,8.546756902205743e-08,7268.1923828125,0.0006211947341436194,1.0,0.0004786979407072067,0.0,0.0
16200,8.640959947570082e-08,7324.64404296875,0.0006329195580550076,1.0,0.0004786979407072067,0.0,0.0
16300,9.02633487953608e-08,7391.52978515625,0.0006671842311288569,1.0,0.0004786979407072067,0.0,0.0
16400,9.420273272553459e-08,7470.47412109375,0.0007037390769624174,1.0,0.0004786979407072067,0.0,0.0
16500,9.591551020093902e-08,7563.07275390625,0.0007254159818777389,1.0,0.0004786979407072067,0.0,0.0
16600,1.0593525701096951e-07,7672.52880859375,0.0008127913112624466,1.0,0.0009573958814144135,0.0,0.0
16700,1.1210125450134001e-07,7800.7158203125,0.0008744700294654809,1.0,0.0009573958814144135,0.0,0.0
16800,1.2135024007875472e-07,7949.77880859375,0.0009647075669958483,1.0,0.0009573958814144135,0.0,0.0
16900,1.3839236601143057e-07,8123.5458984375,0.001124236737287218,1.0,0.0004786979407072067,0.0,0.0
17000,1.6151486192939046e-07,8331.44921875,0.0013456528702381343,1.0,0.0004786979407072067,0.0,0.0
17100,0.14744210243225098,8511.6796875,1254.979948354885,0.9712643623352051,0.0014360938221216202,0.0,0.0
17200,4.8745423555374146e-05,8526.748046875,0.4156399450948811,1.0,0.001914791762828827,0.0,0.0
17300,2.719423355301842e-05,8526.87109375,0.23188172399991913,1.0,0.001914791762828827,0.0,0.0
17400,1.971459096239414e-05,8526.962890625,0.16810558554018584,1.0,0.001914791762828827,0.0,0.0
17500,1.5674237147322856e-05,8527.041015625,0.133654863043855,1.0,0.001914791762828827,0.0,0.0
17600,1.3080229109618813e-05,8527.111328125,0.11153656981510096,1.0,0.001914791762828827,0.0,0.0
17700,1.1247971087868791e-05,8527.17578125,0.09591342664867497,1.0,0.001914791762828827,0.0,0.0
17800,9.870965186564717e-06,8527.236328125,0.08417205293253183,1.0,0.001914791762828827,0.0,0.0
17900,8.791247637418564e-06,8527.2919921875,0.0749655355798966,1.0,0.001914791762828827,0.0,0.0
18000,7.919602467154618e-06,8527.345703125,0.06753318806874908,1.0,0.001914791762828827,0.0,0.0
18100,7.198405000963248e-06,8527.3974609375,0.061383660528013806,1.0,0.001914791762828827,0.0,0.0
18200,6.5908375290746335e-06,8527.4482421875,0.05620302590185089,1.0,0.001914791762828827,0.0,0.0
18300,6.067700269341003e-06,8527.498046875,0.051742302195828316,1.0,0.001914791762828827,0.0,0.0
18400,5.615208920062287e-06,8527.546875,0.04788395727874928,1.0,0.001914791762828827,0.0,0.0
18500,5.214867087488528e-06,8527.5927734375,0.04447026288970424,1.0,0.001914791762828827,0.0,0.0
18600,4.862307832809165e-06,8527.6416015625,0.04146401855466664,1.0,0.001914791762828827,0.0,0.0
18700,4.5463989408744965e-06,8527.689453125,0.038770278297794114,1.0,0.001914791762828827,0.0,0.0
18800,4.263716618879698e-06,8527.736328125,0.0363598511036507,1.0,0.001914791762828827,0.0,0.0
18900,4.0064660424832255e-06,8527.7822265625,0.03416626990841465,1.0,0.001914791762828827,0.0,0.0
19000,3.773279559027287e-06,8527.830078125,0.032177886916647136,1.0,0.001914791762828827,0.0,0.0
19100,3.5597881833382417e-06,8527.876953125,0.030357435606696903,1.0,0.001914791762828827,0.0,0.0
19200,3.363338237249991e-06,8527.9248046875,0.02868229557999813,1.0,0.001914791762828827,0.0,0.0
19300,3.1828162718738895e-06,8527.9736328125,0.02714297324462711,1.0,0.001914791762828827,0.0,0.0
19400,3.0168521334417164e-06,8528.0224609375,0.025727782755318174,1.0,0.001914791762828827,0.0,0.0
19500,2.861849452528986e-06,8528.0712890625,0.02440605614973168,1.0,0.001914791762828827,0.0,0.0
19600,2.717722736633732e-06,8528.1201171875,0.023177065943223996,1.0,0.001914791762828827,0.0,0.0
19700,2.5836150143732084e-06,8528.1708984375,0.02203351037834378,1.0,0.001914791762828827,0.0,0.0
19800,2.4573860173404682e-06,8528.22265625,0.020957135108234937,1.0,0.001914791762828827,0.0,0.0
19900,2.34211802307982e-06,8528.2744140625,0.019974225210946273,1.0,0.001914791762828827,0.0,0.0
20000,2.2318172341329046e-06,8528.326171875,0.019033665328697325,1.0,0.001914791762828827,0.0,0.0
20100,2.129223503288813e-06,8528.380859375,0.018158828970779695,1.0,0.001914791762828827,0.0,0.0
20200,2.0333095562818926e-06,8528.4345703125,0.017340947511941263,1.0,0.001914791762828827,0.0,0.0
20300,1.9401356894377386e-06,8528.4912109375,0.01654643017539592,1.0,0.001914791762828827,0.0,0.0
20400,1.8546693354437593e-06,8528.5478515625,0.015817636176157723,1.0,0.001914791762828827,0.0,0.0
20500,1.7736562085701735e-06,8528.6044921875,0.015126812308007831,1.0,0.001914791762828827,0.0,0.0
20600,1.695297441983712e-06,8528.6630859375,0.014458620713130754,1.0,0.001914791762828827,0.0,0.0
20700,1.622505465093127e-06,8528.7216796875,0.013837897535551202,1.0,0.001914791762828827,0.0,0.0
20800,1.5549370573353372e-06,8528.7822265625,0.013261719538025019,1.0,0.001914791762828827,0.0,0.0
20900,1.4879681202728534e-06,8528.841796875,0.01269064469660064,1.0,0.001914791762828827,0.0,0.0
21000,1.4260518810260692e-06,8528.9013671875,0.012162655837763547,1.0,0.001914791762828827,0.0,0.0
21100,1.3659340538652032e-06,8528.9619140625,0.011649999522537313,1.0,0.001914791762828827,0.0,0.0
21200,1.3092416111248895e-06,8529.0234375,0.011166552386634443,1.0,0.001914791762828827,0.0,0.0
21300,1.255803454114357e-06,8529.0869140625,0.01071085680712125,1.0,0.001914791762828827,0.0,0.0
21400,1.2040779893141007e-06,8529.150390625,0.010269762252901327,1.0,0.001914791762828827,0.0,0.0
21500,1.1552641581147327e-06,8529.2158203125,0.00985349733403218,1.0,0.001914791762828827,0.0,0.0
21600,1.108334458876925e-06,8529.2841796875,0.009453299565901463,1.0,0.001914791762828827,0.0,0.0
21700,1.0643163932400057e-06,8529.35546875,0.009077932849161918,1.0,0.001914791762828827,0.0,0.0
21800,1.0218398074357538e-06,8529.4248046875,0.008715705799959617,1.0,0.001914791762828827,0.0,0.0
21900,9.803908369576675e-07,8529.498046875,0.008362241729004571,1.0,0.001914791762828827,0.0,0.0
22000,9.417680075785029e-07,8529.5712890625,0.008032877358399193,1.0,0.001914791762828827,0.0,0.0
22100,9.054572842615016e-07,8529.6455078125,0.007723229657217223,1.0,0.001914791762828827,0.0,0.0
22200,8.70003077579895e-07,8529.71875,0.007420881563390935,1.0,0.001914791762828827,0.0,0.0
22300,8.366897077394242e-07,8529.7939453125,0.007136790803181026,1.0,0.001914791762828827,0.0,0.0
22400,8.03804482529813e-07,8529.8701171875,0.0068563478355924135,1.0,0.001914791762828827,0.0,0.0
22500,7.723751878074836e-07,8529.9482421875,0.006588320375547685,1.0,0.001914791762828827,0.0,0.0
22600,7.439432465616846e-07,8530.0263671875,0.0063458555088622415,1.0,0.001914791762828827,0.0,0.0
22700,7.13284691755689e-07,8530.1064453125,0.006084394346487942,1.0,0.001914791762828827,0.0,0.0
22800,6.869936441944446e-07,8530.1884765625,0.00586018526717913,1.0,0.001914791762828827,0.0,0.0
22900,6.596749244636158e-07,8530.26953125,0.005627204908681627,1.0,0.001914791762828827,0.0,0.0
23000,6.350967396429041e-07,8530.357421875,0.005417602186621462,1.0,0.001914791762828827,0.0,0.0
23100,6.11460507116135e-07,8530.4453125,0.0052160304167077065,1.0,0.001914791762828827,0.0,0.0
23200,5.87567342336115e-07,8530.5322265625,0.0050122621490739094,1.0,0.001914791762828827,0.0,0.0
23300,5.648731189467071e-07,8530.6240234375,0.004818720198680848,1.0,0.001914791762828827,0.0,0.0
23400,5.432065108834649e-07,8530.7119140625,0.0046339382541898955,1.0,0.001914791762828827,0.0,0.0
23500,5.229101702752814e-07,8530.8017578125,0.004460842999762404,1.0,0.001914791762828827,0.0,0.0
23600,5.029563681091531e-07,8530.8935546875,0.004290667238991408,1.0,0.001914791762828827,0.0,0.0
23700,4.836876996705541e-07,8530.9921875,0.004126335987079344,1.0,0.001914791762828827,0.0,0.0
23800,4.640764643681905e-07,8531.0947265625,0.00395908027789324,1.0,0.001914791762828827,0.0,0.0
23900,4.470343810680788e-07,8531.2041015625,0.0038137415453074475,1.0,0.001914791762828827,0.0,0.0
24000,4.311911823151604e-07,8531.3134765625,0.003678627144660246,1.0,0.001914791762828827,0.0,0.0
24100,4.1372089754077024e-07,8531.4228515625,0.003529627919448275,1.0,0.001914791762828827,0.0,0.0
24200,3.987341017364088e-07,8531.5341796875,0.0034018136175711644,1.0,0.001914791762828827,0.0,0.0
24300,3.836617565866618e-07,8531.6435546875,0.0032732653527626776,1.0,0.001914791762828827,0.0,0.0
24400,3.680754616652848e-07,8531.7568359375,0.003140330336203645,1.0,0.001914791762828827,0.0,0.0
24500,3.5480150017974665e-07,8531.87109375,0.003027120663402716,1.0,0.001914791762828827,0.0,0.0
24600,3.425551540203742e-07,8531.9833984375,0.0029226748871510333,1.0,0.001914791762828827,0.0,0.0
24700,3.29538067944668e-07,8532.0966796875,0.0028116506553413356,1.0,0.001914791762828827,0.0,0.0
24800,3.1789122090231103e-07,8532.2158203125,0.002712316504121154,1.0,0.001914791762828827,0.0,0.0
24900,3.047028371838678e-07,8532.3486328125,0.0025998308362598643,1.0,0.001914791762828827,0.0,0.0
25000,2.939123362466489e-07,8532.4814453125,0.0025078015555729805,1.0,0.001914791762828827,0.0,0.0
25100,2.8277935371079366e-07,8532.6171875,0.00241284797374286,1.0,0.001914791762828827,0.0,0.0
25200,2.718175551308377e-07,8532.7548828125,0.0023193525707768115,1.0,0.001914791762828827,0.0,0.0
25300,2.614552840896067e-07,8532.8994140625,0.0022309716404117497,1.0,0.001914791762828827,0.0,0.0
25400,2.523775890495017e-07,8533.0478515625,0.002153550044021374,1.0,0.001914791762828827,0.0,0.0
25500,2.4321423097717343e-07,8533.1884765625,0.0020753928731104265,1.0,0.001914791762828827,0.0,0.0
25600,2.3250939307217777e-07,8533.3544921875,0.0019840850738482574,1.0,0.001914791762828827,0.0,0.0
25700,2.2471627403319872e-07,8533.529296875,0.001917622907946892,1.0,0.001914791762828827,0.0,0.0
